Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
SpielBar,Vienna,Shiatsu Praxis Martina Postl,Yoga Studio,1
SpielBar,Vienna,Customer Care Solutions,Office,1
SpielBar,Vienna,Kleines Wiener Cafe,Café,1
SpielBar,Vienna,Mongolisches Cafė-Restaurant 19.12,Mongolian Restaurant,1
SpielBar,Vienna,Appartements In Der Josefstadt Vienna,Residential Building (Apartment / Condo),1
SpielBar,Vienna,Pension Baronesse,Hotel,1
SpielBar,Vienna,ÖAAB Wien,Convention Center,1
SpielBar,Vienna,Elfenbein Pole Dance,College Gym,1
SpielBar,Vienna,Obertauern,General Travel,1
SpielBar,Vienna,andy's best burger,Dumpling Restaurant,1
SpielBar,Vienna,Mass- und Änderungsschneiderei,Tailor Shop,1
SpielBar,Vienna,Rotes Antiquariat,Used Bookstore,1
SpielBar,Vienna,Pizzeria Mille Notte,Italian Restaurant,1
SpielBar,Vienna,Dionysos Nosh,Middle Eastern Restaurant,1
SpielBar,Vienna,Dr. Altmann,Doctor's Office,1
SpielBar,Vienna,Kolo's Relaxierstation und Rieslinggenusswelt,Speakeasy,1
SpielBar,Vienna,Trafik Laudongasse,Smoke Shop,1
SpielBar,Vienna,Kampftrinker-Arena Aschauer,Casino,1
SpielBar,Vienna,Tommy's Schnitzelbox,Fried Chicken Joint,1
SpielBar,Vienna,Restaurant Dionysos,Greek Restaurant,1
SpielBar,Vienna,AKH Wien HK 4,Hospital,1
SpielBar,Vienna,cafeteria reumiller,Comedy Club,1
SpielBar,Vienna,Volxkino,Indie Movie Theater,1
SpielBar,Vienna,Mag. Ralph Kilches,Office,1
SpielBar,Vienna,Ancha's Platz,Residential Building (Apartment / Condo),1
SpielBar,Vienna,Bisko's Balkonien,Playground,1
SpielBar,Vienna,WRAPSTARS Truck im WUK <3,Burrito Place,1
SpielBar,Vienna,Dentallabor Kammel,Dentist's Office,1
SpielBar,Vienna,Ruefa Reisebüro Wien Alser Straße,Travel Agency,1
SpielBar,Vienna,Das Schwarze Schaf,Coffee Shop,1
The Playground (Hoofdkerk),Antwerp,Hendrik Consienceplein,Plaza,1
The Playground (Hoofdkerk),Antwerp,Quinten Matsijs,Bar,1
The Playground (Hoofdkerk),Antwerp,De Groene Waterman,Bookstore,1
The Playground (Hoofdkerk),Antwerp,Henderik Conscienseplein,Pedestrian Plaza,1
The Playground (Hoofdkerk),Antwerp,Bubble Waffle Café,Creperie,1
The Playground (Hoofdkerk),Antwerp,Erfgoedbibliotheek Hendrik Conscience,Library,1
The Playground (Hoofdkerk),Antwerp,Sint-Carolus Borromeuskerk,Church,1
The Playground (Hoofdkerk),Antwerp,Wim Meeussen Goudsmederij,Jewelry Store,1
The Playground (Hoofdkerk),Antwerp,Jezuitenrui,Plaza,1
The Playground (Hoofdkerk),Antwerp,KU Leuven Campus Carolus,College Academic Building,1
The Playground (Hoofdkerk),Antwerp,hondenuitlaat 't stad,Dog Run,1
The Playground (Hoofdkerk),Antwerp,de Peerdestal,French Restaurant,1
The Playground (Hoofdkerk),Antwerp,Bohm & Berkel,Wine Bar,1
The Playground (Hoofdkerk),Antwerp,Frituur 't Stad,Friterie,1
The Playground (Hoofdkerk),Antwerp,Only Kebab,Kebab Restaurant,1
The Playground (Hoofdkerk),Antwerp,Café De Zwaan,Bar,1
The Playground (Hoofdkerk),Antwerp,Huis Franck,Lounge,1
The Playground (Hoofdkerk),Antwerp,Marolus,Dessert Shop,1
The Playground (Hoofdkerk),Antwerp,Demian Antiquariaat,Bookstore,1
The Playground (Hoofdkerk),Antwerp,Café De Kat,Pub,1
The Playground (Hoofdkerk),Antwerp,Mabelle Cheveux,Salon / Barbershop,1
The Playground (Hoofdkerk),Antwerp,The Chocolate Box,Tea Room,1
The Playground (Hoofdkerk),Antwerp,Aveda Elements,Spa,1
The Playground (Hoofdkerk),Antwerp,Tong Mein,Chinese Restaurant,1
The Playground (Hoofdkerk),Antwerp,CAR 1.06,College Classroom,1
The Playground (Hoofdkerk),Antwerp,Halte Antwerpen Sint-Katelijne,Tram Station,1
The Playground (Hoofdkerk),Antwerp,Bontwerkersplaats,Historic Site,1
The Playground (Hoofdkerk),Antwerp,ViaVia Joker Reiscafé,Bistro,1
The Playground (Hoofdkerk),Antwerp,De peerdestal,Restaurant,1
The Playground (Hoofdkerk),Antwerp,Nottebohmzaal,Library,1
The Playground (Hoofdkerk),Antwerp,Mo’na Antwerp,Health & Beauty Service,1
The Playground (Hoofdkerk),Antwerp,Gerda De Vrij,Jewelry Store,1
The Playground (Hoofdkerk),Antwerp,The Collector's House,Art Gallery,1
The Playground (Hoofdkerk),Antwerp,CAR 3.09,College Classroom,1
The Playground (Hoofdkerk),Antwerp,WM Art Gallery,Art Gallery,1
The Playground (Hoofdkerk),Antwerp,Diana Brows,Health & Beauty Service,1
The Playground (Hoofdkerk),Antwerp,Mel & Mikis,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,The Northerner,Beer Bar,1
The Playground (Hoofdkerk),Antwerp,Molly's Irish Bar,Bar,1
The Playground (Hoofdkerk),Antwerp,Gallerij Anversville,Art Gallery,1
The Playground (Hoofdkerk),Antwerp,Simply Marie,Soup Place,1
The Playground (Hoofdkerk),Antwerp,Salon de Thé Claude,Tea Room,1
The Playground (Hoofdkerk),Antwerp,Soma,Restaurant,1
The Playground (Hoofdkerk),Antwerp,De Gulden Zwaene ‘de Kroeg’,Bar,1
The Playground (Hoofdkerk),Antwerp,Nashville,American Restaurant,1
The Playground (Hoofdkerk),Antwerp,Molly Blooms,Pub,1
The Playground (Hoofdkerk),Antwerp,Goudsmederij Wim Meeussen,Jewelry Store,1
The Playground (Hoofdkerk),Antwerp,CAR 1.07,College Classroom,1
The Playground (Hoofdkerk),Antwerp,Simply Emily,Soup Place,1
The Playground (Hoofdkerk),Antwerp,Muziekcafé De Kroeg,Bar,1
The Playground (Hoofdkerk),Antwerp,Dogma's exclusieve VIP ruimte,Cocktail Bar,1
The Playground (Hoofdkerk),Antwerp,Jordan Rembrandt,Jewelry Store,1
The Playground (Hoofdkerk),Antwerp,poppins plantenwinkel,Herbs & Spices Store,1
The Playground (Hoofdkerk),Antwerp,ESL - Taalreizen,Office,1
The Playground (Hoofdkerk),Antwerp,Persepolis,Middle Eastern Restaurant,1
The Playground (Hoofdkerk),Antwerp,Dogma Cocktails,Cocktail Bar,1
The Playground (Hoofdkerk),Antwerp,Hartjesstraat,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,IDBox Shop,Gift Shop,1
The Playground (Hoofdkerk),Antwerp,De Rotz,Building,1
The Playground (Hoofdkerk),Antwerp,Superet,Gift Shop,1
The Playground (Hoofdkerk),Antwerp,Pizza & Pasta,Pizza Place,1
The Playground (Hoofdkerk),Antwerp,Bibliotheek,College Library,1
The Playground (Hoofdkerk),Antwerp,Beenhouwerij Buysse,Butcher,1
The Playground (Hoofdkerk),Antwerp,V&Lflat.,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,judith's studio,Building,1
The Playground (Hoofdkerk),Antwerp,nightshop,Food & Drink Shop,1
The Playground (Hoofdkerk),Antwerp,Triskel,Miscellaneous Shop,1
The Playground (Hoofdkerk),Antwerp,Study360 - Nottebohmzaal,College Library,1
The Playground (Hoofdkerk),Antwerp,Wollondilly,Boutique,1
The Playground (Hoofdkerk),Antwerp,De Herborist,Smoke Shop,1
The Playground (Hoofdkerk),Antwerp,Gallery Callewaert-Vanlangendonck,Art Gallery,1
The Playground (Hoofdkerk),Antwerp,Sprokkeling,Arts & Crafts Store,1
The Playground (Hoofdkerk),Antwerp,Cotton Club,Clothing Store,1
The Playground (Hoofdkerk),Antwerp,CAR 3.02,College Classroom,1
The Playground (Hoofdkerk),Antwerp,T Steekje,Plaza,1
The Playground (Hoofdkerk),Antwerp,Oude Waag,Palace,1
The Playground (Hoofdkerk),Antwerp,At Home & Partners,Office,1
The Playground (Hoofdkerk),Antwerp,La Cuisine,Restaurant,1
The Playground (Hoofdkerk),Antwerp,Wo-men In Fine Art,Art Gallery,1
The Playground (Hoofdkerk),Antwerp,Drinkfontein Hendrik Conscienceplein,Well,1
The Playground (Hoofdkerk),Antwerp,Blauw Moment,Café,1
The Playground (Hoofdkerk),Antwerp,De Manie,Restaurant,1
The Playground (Hoofdkerk),Antwerp,Gulden Swaene,Salad Place,1
The Playground (Hoofdkerk),Antwerp,Leeuw Van Vlaanderen,Bar,1
The Playground (Hoofdkerk),Antwerp,Clandestino Taquería Y Mezcalería,Mexican Restaurant,1
The Playground (Hoofdkerk),Antwerp,The Public Image,Clothing Store,1
The Playground (Hoofdkerk),Antwerp,Gitte Snuit,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,Terre Vert,Flower Shop,1
The Playground (Hoofdkerk),Antwerp,'t Brantyser,French Restaurant,1
The Playground (Hoofdkerk),Antwerp,Tandartspraktijk Godefriduskaai,Dentist's Office,1
The Playground (Hoofdkerk),Antwerp,Topcorner,Other Nightlife,1
The Playground (Hoofdkerk),Antwerp,marolis,Tea Room,1
The Playground (Hoofdkerk),Antwerp,Sjalami,Pop-Up Shop,1
The Playground (Hoofdkerk),Antwerp,Anne,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,Joren 💞,Residential Building (Apartment / Condo),1
The Playground (Hoofdkerk),Antwerp,SJ&Y,Residential Building (Apartment / Condo),1
The Playground (Station),Antwerp,Station Antwerpen-Centraal,Train Station,1
The Playground (Station),Antwerp,Premetrostation Diamant,Metro Station,1
The Playground (Station),Antwerp,Starbucks,Coffee Shop,1
The Playground (Station),Antwerp,Free Cone Day,Ice Cream Shop,1
The Playground (Station),Antwerp,Hampton by Hilton,Hotel,1
The Playground (Station),Antwerp,Delhaize Shop & Go,Fruit & Vegetable Store,1
The Playground (Station),Antwerp,Panos,Sandwich Place,1
The Playground (Station),Antwerp,Spoor 3,Platform,1
The Playground (Station),Antwerp,Spoor 1,Platform,1
The Playground (Station),Antwerp,Aardbeien van Hoogstraten,Farmers Market,1
The Playground (Station),Antwerp,Capri,Café,1
The Playground (Station),Antwerp,Chez Albert,Food Stand,1
The Playground (Station),Antwerp,Infrabel,Office,1
The Playground (Station),Antwerp,Spoor 4,Platform,1
The Playground (Station),Antwerp,Spoor 6,Platform,1
The Playground (Station),Antwerp,Spoor 5,Platform,1
The Playground (Station),Antwerp,Vleesjesmuur,Fast Food Restaurant,1
The Playground (Station),Antwerp,Apotheek Centraal Station,Pharmacy,1
The Playground (Station),Antwerp,Philippo Rozen,Flower Shop,1
The Playground (Station),Antwerp,Comics Station HQ,Office,1
The Playground (Station),Antwerp,Panos,Sandwich Place,1
The Playground (Station),Antwerp,Frituur 't Spoorfrietje,Friterie,1
The Playground (Station),Antwerp,indian food ahaar,Deli / Bodega,1
The Playground (Station),Antwerp,Louis Delhaize,Supermarket,1
The Playground (Station),Antwerp,Visit Antwerp Centraal Station,Tourist Information Center,1
The Playground (Station),Antwerp,Ticketautomaten NMBS,Travel Agency,1
The Playground (Station),Antwerp,Travelcenter NMBS,Travel Agency,1
The Playground (Station),Antwerp,Flamingos,Zoo Exhibit,1
The Playground (Station),Antwerp,Bestuurdersdepot NMBS,Office,1
The Playground (Station),Antwerp,LloydsPharma,Pharmacy,1
The Playground (Station),Antwerp,Perron 10,Bus Stop,1
The Playground (Station),Antwerp,Busperron Pelikaanstraat,Bus Station,1
The Playground (Station),Antwerp,Fruit to go,Food Stand,1
The Playground (Station),Antwerp,Le Royal Cafe,Brasserie,1
The Playground (Station),Antwerp,Pizza for the people,Pizza Place,1
The Playground (Station),Antwerp,Busperron 11,Bus Station,1
The Playground (Station),Antwerp,"FOD Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu",Government Building,1
The Playground (Station),Antwerp,Apenspeelplein,Playground,1
The Playground (Station),Antwerp,Relay,Newsstand,1
The Playground (Station),Antwerp,Hairtalk station,Health & Beauty Service,1
The Playground (Station),Antwerp,telenet pop,Building,1
The Playground (Station),Antwerp,Donutello,Donut Shop,1
The Playground (Station),Antwerp,Spoor 14,Platform,1
The Playground (Station),Antwerp,Yves Rocher,Cosmetics Shop,1
The Playground (Station),Antwerp,Relax & lasertherapie,Cosmetics Shop,1
The Playground (Station),Antwerp,Levanto,Office,1
The Playground (Station),Antwerp,Medex,Medical Center,1
The Playground (Station),Antwerp,Spoor 12,Platform,1
The Playground (Station),Antwerp,Leslokaal Nmbs Bestuurders,College Classroom,1
The Playground (Station),Antwerp,Century Hotel,Hotel,1
The Playground (Station),Antwerp,Wc antwerpen-centraal Stati,Bath House,1
The Playground (Station),Antwerp,Wachterszaal Depot Antwerpen,Office,1
The Playground (Station),Antwerp,Halte Centraal Station Perron 11,Bus Stop,1
The Playground (Station),Antwerp,NMBS Restaurant,Corporate Cafeteria,1
The Playground (Station),Antwerp,Lijnwinkel,Office,1
The Playground (Station),Antwerp,Controlekamer NMBS,Building,1
The Playground (Station),Antwerp,Stwlymusic,Recording Studio,1
The Playground (Station),Antwerp,The Sweet Taste of Belgium,Bakery,1
The Playground (Station),Antwerp,Personeelsrestaurant,Restaurant,1
The Playground (Station),Antwerp,Alto Café,Coffee Shop,1
The Playground (Station),Antwerp,Voorperron,Platform,1
The Playground (Station),Antwerp,Tram 9 Eksterlaar - P+R Linkeroever,Moving Target,1
The Playground (Station),Antwerp,Buffel Volière,Zoo Exhibit,1
The Playground (Station),Antwerp,Snoeppotteke,Dessert Shop,1
The Playground (Station),Antwerp,Zaal Andries,College Auditorium,1
The Playground (Station),Antwerp,8tea5 Bubble Tea,Bubble Tea Shop,1
The Playground (Station),Antwerp,FOD Sociale Zekerheid,Government Building,1
The Playground (Station),Antwerp,Empreva,Medical Center,1
The Playground (Station),Antwerp,[DLA] 102313 CS P11,Bus Stop,1
The Playground (Station),Antwerp,De Apothekers,Pharmacy,1
The Playground (Station),Antwerp,Diamonds Forever,Jewelry Store,1
The Playground (Station),Antwerp,Stevens & Cia Nv,Office,1
The Playground (Station),Antwerp,Photomaton,Photography Lab,1
The Playground (Station),Antwerp,Verse friet,Friterie,1
The Playground (Station),Antwerp,De Wafelkraam,Snack Place,1
The Playground (Station),Antwerp,Spoor 8,Platform,1
The Playground (Station),Antwerp,Personeelsdienst FN,Office,1
The Playground (Station),Antwerp,Woga Accreditation Centre,Athletics & Sports,1
The Playground (Station),Antwerp,Julia Diamonds,Jewelry Store,1
The Playground (Station),Antwerp,Mini Market Centraal Station,Grocery Store,1
The Playground (Station),Antwerp,Mexico City,Mexican Restaurant,1
The Playground (Station),Antwerp,Vod Volkgezondheid,Doctor's Office,1
The Playground (Station),Antwerp,WeBike,EV Charging Station,1
The Playground (Station),Antwerp,Zuziko,Sushi Restaurant,1
The Playground (Station),Antwerp,FOD Sociale Zekerheid,Government Building,1
The Playground (Station),Antwerp,Cyclant,Bike Rental / Bike Share,1
The Playground (Station),Antwerp,Velo 048 - De Keyserlei 2,Bike Rental / Bike Share,1
The Playground (Station),Antwerp,parisini,Boutique,1
The Playground (Station),Antwerp,Halte Desguinlei,Bus Stop,1
The Playground (Station),Antwerp,busperron 10,Bus Station,1
The Playground (Station),Antwerp,Regus,Business Center,1
The Playground (Station),Antwerp,Tekenbureau Antwerpen-Centraal,Office,1
The Playground (Station),Antwerp,Leonidas,Chocolate Shop,1
The Playground (Station),Antwerp,Zaal bogaerts,Conference Room,1
The Playground (Station),Antwerp,ROR,Office,1
The Playground (Station),Antwerp,Spoor 15,Platform,1
The Playground (Station),Antwerp,10Th Anniversary Starbucks,Coffee Shop,1
The Playground (Station),Antwerp,Perszaal Antwerpen-Centraal,Meeting Room,1
Outpost Antwerpen,Antwerp,Kokomo City Antwerp,Bar,1
Outpost Antwerpen,Antwerp,O’TACOS,Taco Place,1
Outpost Antwerpen,Antwerp,Lbc,College Communications Building,1
Outpost Antwerpen,Antwerp,Interparking Meir,Parking,1
Outpost Antwerpen,Antwerp,CVO LBC Antwerpen,School,1
Outpost Antwerpen,Antwerp,Kathedraallogies Drie Koningen,Bed & Breakfast,1
Outpost Antwerpen,Antwerp,Parfuma,Perfume Shop,1
Outpost Antwerpen,Antwerp,The Chocolate Line,Chocolate Shop,1
Outpost Antwerpen,Antwerp,Grobet,Camera Store,1
Outpost Antwerpen,Antwerp,Sint-Carolus Borromeuskerk,Church,1
Outpost Antwerpen,Antwerp,Modelbouw Verschooten,Hobby Shop,1
Outpost Antwerpen,Antwerp,Cuperus,Coffee Shop,1
Outpost Antwerpen,Antwerp,8tea5 Antwerp,Bubble Tea Shop,1
Outpost Antwerpen,Antwerp,Fatkat Records,Record Shop,1
Outpost Antwerpen,Antwerp,Rijksdienst Voor Pensioenen,Coworking Space,1
Outpost Antwerpen,Antwerp,lbc-nvk headquarters,Office,1
Outpost Antwerpen,Antwerp,bpost,Post Office,1
Outpost Antwerpen,Antwerp,Cutzz Barberlounge,Health & Beauty Service,1
Outpost Antwerpen,Antwerp,Basic-Fit,Gym / Fitness Center,1
Outpost Antwerpen,Antwerp,Q-Park Handelsbeurs,Parking,1
Outpost Antwerpen,Antwerp,Politie Antwerpen Regiokantoor Oudaan,Police Station,1
Outpost Antwerpen,Antwerp,XSO,Clothing Store,1
Outpost Antwerpen,Antwerp,Mediageuzen NV,Office,1
Outpost Antwerpen,Antwerp,plan b,Bistro,1
Outpost Antwerpen,Antwerp,Boulangerie D'anvers,Bakery,1
Outpost Antwerpen,Antwerp,Hifi corner,Miscellaneous Shop,1
Outpost Antwerpen,Antwerp,EBIB - Bibliotheek Faculteit Economie en Bedrijfswetenschappen,College Lab,1
Outpost Antwerpen,Antwerp,SportsVille: Under Armour | Manduka | Oakley,Sporting Goods Shop,1
Outpost Antwerpen,Antwerp,B-Hemp CBD Shop,Flower Shop,1
Outpost Antwerpen,Antwerp,bpost,Post Office,1
Outpost Antwerpen,Antwerp,De Wijnfaktorij,Winery,1
Outpost Antwerpen,Antwerp,Funktionals,Gymnastics Gym,1
Outpost Antwerpen,Antwerp,Call Center RVP,Government Building,1
Outpost Antwerpen,Antwerp,spanjewijnland,Liquor Store,1
Outpost Antwerpen,Antwerp,ROLEX STORE antwerpen,Watch Shop,1
Outpost Antwerpen,Antwerp,Cutzz Barberlounnge,Salon / Barbershop,1
Outpost Antwerpen,Antwerp,Music Collectors Items,Record Shop,1
Outpost Antwerpen,Antwerp,Theo Somers Optiek,Optical Shop,1
Outpost Antwerpen,Antwerp,De Lore,Salon / Barbershop,1
Outpost Antwerpen,Antwerp,Bibliotheek,College Library,1
Outpost Antwerpen,Antwerp,Sultan Kebab,Doner Restaurant,1
Outpost Antwerpen,Antwerp,Bar Ami,Restaurant,1
Outpost Antwerpen,Antwerp,Lbc Volwassen Onderwijs,Adult Education Center,1
Outpost Antwerpen,Antwerp,The Rocking Bull Concern,Bar,1
Outpost Antwerpen,Antwerp,Patio,Snack Place,1
Outpost Antwerpen,Antwerp,Rossi's Kot,Housing Development,1
Outpost Antwerpen,Antwerp,WARRECORDS,Record Shop,1
Outpost Antwerpen,Antwerp,Backtrack,Record Shop,1
Outpost Antwerpen,Antwerp,Grobert En Kinderen,Camera Store,1
Outpost Antwerpen,Antwerp,Elite Model Look Belgium,Indie Theater,1
Outpost Antwerpen,Antwerp,Magnum Pleasure  Bar,Boutique,1
Outpost Antwerpen,Antwerp,RIZIV Antwerpen,Government Building,1
Outpost Antwerpen,Antwerp,Velo 019 - Eiermarkt,Bike Rental / Bike Share,1
Outpost Antwerpen,Antwerp,auditorium,College Auditorium,1
Outpost Antwerpen,Antwerp,Pita Marmaris,Souvlaki Shop,1
Outpost Antwerpen,Antwerp,Roxy,Piercing Parlor,1
Outpost Antwerpen,Antwerp,Elfde Gebod,Gastropub,1
Outpost Antwerpen,Antwerp,RIZIV controle invaliditeit,Mental Health Office,1
Outpost Antwerpen,Antwerp,shoeclass,Shoe Store,1
Outpost Antwerpen,Antwerp,Pure Image Fotografie,Photography Lab,1
Outpost Antwerpen,Antwerp,De Peerdestal van Napoleon,College Theater,1
Outpost Antwerpen,Antwerp,Arepa Culture,Arepa Restaurant,1
Outpost Antwerpen,Antwerp,apotheek De Beurs,Pharmacy,1
Outpost Antwerpen,Antwerp,durumzaak,Kebab Restaurant,1
Outpost Antwerpen,Antwerp,Sint-Katelijnevest 54,Building,1
Outpost Antwerpen,Antwerp,Crafts And Things,Arts & Crafts Store,1
Outpost Antwerpen,Antwerp,Kapsalon Hair,Salon / Barbershop,1
Outpost Antwerpen,Antwerp,Cultuurmarkt,Public Art,1
Outpost Antwerpen,Antwerp,Pensioenpunt,Financial or Legal Service,1
Outpost Antwerpen,Antwerp,Snackbytes,Advertising Agency,1
Outpost Antwerpen,Antwerp,Epilcity,Salon / Barbershop,1
Outpost Antwerpen,Antwerp,Flessengeluk Wijnopleidingen,Winery,1
Outpost Antwerpen,Antwerp,het vettig steegje,Nightclub,1
Outpost Antwerpen,Antwerp,Leo's Place,Resort,1
Outpost Antwerpen,Antwerp,LBC NVK Sint-Katelijnevest,General College & University,1
Outpost Antwerpen,Antwerp,Caluwé Artisan,Candy Store,1
Outpost Antwerpen,Antwerp,De Beul- Filatis2,Hobby Shop,1
Outpost Antwerpen,Antwerp,Sony Center,Electronics Store,1
Outpost Antwerpen,Antwerp,AVC HQ,Bar,1
Outpost Antwerpen,Antwerp,filatis,Hobby Shop,1
Outpost Antwerpen,Antwerp,Paris & Partners,Building,1
Outpost Antwerpen,Antwerp,7 Camicie,Clothing Store,1
Outpost Antwerpen,Antwerp,Hilton Health Club,Gym / Fitness Center,1
Outpost Antwerpen,Antwerp,Marivi B&B,Bed & Breakfast,1
Outpost Antwerpen,Antwerp,Atelier V Pop-up Store,Boutique,1
Outpost Antwerpen,Antwerp,KBC Opleidingscentrum Antwerpen,Conference Room,1
Outpost Antwerpen,Antwerp,'t Fijnproevertje,Sandwich Place,1
Outpost Antwerpen,Antwerp,De Beul,Hobby Shop,1
Outpost Antwerpen,Antwerp,S16 Francesca & Victoria,Nightclub,1
Outpost Antwerpen,Antwerp,blacktrack,Music Store,1
Outpost Antwerpen,Antwerp,Coffee Corner P111,Café,1
Outpost Antwerpen,Antwerp,Hifinesse Antwerpen,Electronics Store,1
Outpost Antwerpen,Antwerp,Mandy's Beauty Bar,Health & Beauty Service,1
Outpost Antwerpen,Antwerp,Bijorka,Jewelry Store,1
Outpost Antwerpen,Antwerp,United Brands,Clothing Store,1
Outpost Antwerpen,Antwerp,Multi-Value,Office,1
Outpost Antwerpen,Antwerp,CAR Computerlokaal,College Classroom,1
Outpost Antwerpen,Antwerp,HVW,Government Building,1
La Luck Brussels,Brussels,La Luck,Restaurant,1
La Luck Brussels,Brussels,Tarzan,Wine Bar,1
La Luck Brussels,Brussels,Chez Jane,Wine Bar,1
La Luck Brussels,Brussels,Librairie Wilson,Grocery Store,1
La Luck Brussels,Brussels,La Maison by JV,Nail Salon,1
La Luck Brussels,Brussels,Texaco,Gas Station,1
La Luck Brussels,Brussels,ÖTAP.,Restaurant,1
La Luck Brussels,Brussels,La Regina,Pizza Place,1
La Luck Brussels,Brussels,Rose Noire,Flower Shop,1
La Luck Brussels,Brussels,Cecilia Stille,Tailor Shop,1
La Luck Brussels,Brussels,La Maison Blanche,Theme Restaurant,1
La Luck Brussels,Brussels,Le Fin Gourmet,Deli / Bodega,1
La Luck Brussels,Brussels,Café Costume Elsene,Tailor Shop,1
La Luck Brussels,Brussels,everest,Asian Restaurant,1
La Luck Brussels,Brussels,Comptoir des vins,Wine Bar,1
La Luck Brussels,Brussels,Siège Social De La Foire Du Livre,Office,1
La Luck Brussels,Brussels,Ashida Junko,Salon / Barbershop,1
La Luck Brussels,Brussels,Mercredi,Furniture / Home Store,1
La Luck Brussels,Brussels,Archon HQ,Tech Startup,1
La Luck Brussels,Brussels,Super Dakota,Art Gallery,1
La Luck Brussels,Brussels,Ocean Sushi,Sushi Restaurant,1
La Luck Brussels,Brussels,Pop Up store les comptoirs d'orta,Pop-Up Shop,1
La Luck Brussels,Brussels,Villa Thaï,Thai Restaurant,1
La Luck Brussels,Brussels,Le Salon By J.V.,Salon / Barbershop,1
La Luck Brussels,Brussels,Wine Tasting,Wine Bar,1
La Luck Brussels,Brussels,dentiste Dumont,Dentist's Office,1
