Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
Big Dog Books,Perth,Ben Lawers National Nature Reserve,Nature Preserve,1
Big Dog Books,Perth,Oliver Bonas,Clothing Store,1
Big Dog Books,Perth,Pandora,Jewelry Store,1
Big Dog Books,Perth,Starbucks,Coffee Shop,1
Big Dog Books,Perth,Sally Beauty,Cosmetics Shop,1
Big Dog Books,Perth,Subway,Sandwich Place,1
Big Dog Books,Perth,Razor Kings,Salon / Barbershop,1
Big Dog Books,Perth,The Tavern,Bar,1
Big Dog Books,Perth,Greggs,Bakery,1
Big Dog Books,Perth,Dickens Bar,Bar,1
Big Dog Books,Perth,Bank of Scotland,Bank,1
Big Dog Books,Perth,Waterstones,Bookstore,1
Big Dog Books,Perth,CeX,Mobile Phone Shop,1
Big Dog Books,Perth,Nawaab,Indian Restaurant,1
Big Dog Books,Perth,Timpson,Shoe Repair,1
Big Dog Books,Perth,JD Sports,Sporting Goods Shop,1
Big Dog Books,Perth,Blue Lagoon Fish & Chips,Fish & Chips Shop,1
Big Dog Books,Perth,Amplifon,Medical Supply Store,1
Big Dog Books,Perth,Mae Ping,Thai Restaurant,1
Big Dog Books,Perth,"Giraffe Gift Shop, Cafe and Gallery",Gift Shop,1
Big Dog Books,Perth,Tabla,Indian Restaurant,1
Big Dog Books,Perth,Clinton Cards,Gift Shop,1
Big Dog Books,Perth,Poundstretcher,Discount Store,1
Big Dog Books,Perth,Disney Store Pop-Up,Toy / Game Store,1
Big Dog Books,Perth,Marmaris,Turkish Restaurant,1
Big Dog Books,Perth,Costa Coffee,Coffee Shop,1
Big Dog Books,Perth,The Auld Hoose,Bar,1
Big Dog Books,Perth,Fine Rogerson Footwear,Shoe Store,1
Big Dog Books,Perth,Café Central,Café,1
Big Dog Books,Perth,Scott Street Car Park,Parking,1
Big Dog Books,Perth,The Pancake Place,Food,1
Big Dog Books,Perth,Everest Inn,Indian Restaurant,1
Big Dog Books,Perth,Gringos,Mexican Restaurant,1
Big Dog Books,Perth,TSB Bank,Bank,1
Big Dog Books,Perth,The LOFT Nightclub,Nightclub,1
Big Dog Books,Perth,Bank of Scotland,Bank,1
Big Dog Books,Perth,Oxfam Books & Music Perth,Bookstore,1
Big Dog Books,Perth,Copperfields hair and beauty,Salon / Barbershop,1
Big Dog Books,Perth,Murrays Bakers,Bakery,1
Big Dog Books,Perth,Baynes,Bakery,1
Big Dog Books,Perth,Turkish Kebab & Pizza House,Middle Eastern Restaurant,1
Big Dog Books,Perth,Café Biba,Café,1
Big Dog Books,Perth,Delicious,Sandwich Place,1
Big Dog Books,Perth,Center,Building,1
Big Dog Books,Perth,Mountain Supplies,Miscellaneous Shop,1
Big Dog Books,Perth,Clinique Counter,Cosmetics Shop,1
Big Dog Books,Perth,The Works,Discount Store,1
Big Dog Books,Perth,Sports Direct,Sporting Goods Shop,1
Big Dog Books,Perth,Robert Nicol Ltd,Clothing Store,1
Big Dog Books,Perth,Brown &  blacks,Gastropub,1
Big Dog Books,Perth,jrs Photo Hardware,Camera Store,1
Big Dog Books,Perth,Ernest Jones,Jewelry Store,1
Big Dog Books,Perth,Mercedes Benz Of Perth UK,Auto Dealership,1
Big Dog Books,Perth,Domino's Pizza,Pizza Place,1
Big Dog Books,Perth,Bee Bar,Bar,1
Big Dog Books,Perth,Kwik-Fit,Auto Garage,1
Big Dog Books,Perth,Optical Express,Optical Shop,1
Big Dog Books,Perth,Mr Mobile,Electronics Store,1
Big Dog Books,Perth,Exel Wines,Wine Shop,1
Big Dog Books,Perth,Vodafone Perth,Mobile Phone Shop,1
Big Dog Books,Perth,Digital Imaging Centre,Camera Store,1
Big Dog Books,Perth,Scott Street Bus Stop,Bus Stop,1
Big Dog Books,Perth,Royal Bank of Scotland,Bank,1
Big Dog Books,Perth,K&M Dental Surgery,Dentist's Office,1
Big Dog Books,Perth,Lana's Cafe,Café,1
Big Dog Books,Perth,Dr Noodles,Noodle House,1
Big Dog Books,Perth,Pure,Women's Store,1
Big Dog Books,Perth,Game,Video Game Store,1
Big Dog Books,Perth,Urban fitness bootcamp with Phoenix Fitness,Athletics & Sports,1
Big Dog Books,Perth,antalya,Turkish Restaurant,1
Big Dog Books,Perth,Alison Kirk,Bridal Shop,1
Big Dog Books,Perth,Card Factory,Gift Shop,1
Big Dog Books,Perth,Anatolia,Fast Food Restaurant,1
Big Dog Books,Perth,Robertson,Locksmith,1
Big Dog Books,Perth,South Street Bus Stop,Bus Stop,1
Big Dog Books,Perth,Inkredible Kreations,Tattoo Parlor,1
Big Dog Books,Perth,M&Co,Clothing Store,1
Common Ground,Stirling,Stirling Printworx,Paper / Office Supplies Store,1
Common Ground,Stirling,Cowane Centre,Theater,1
Common Ground,Stirling,St Mary's Catholic Church,Church,1
Common Ground,Stirling,Tesco,Supermarket,1
Common Ground,Stirling,Clan Kilts Ltd,Men's Store,1
Common Ground,Stirling,Timpson,Shoe Repair,1
Common Ground,Stirling,Pizza Hut Delivery,Pizza Place,1
Common Ground,Stirling,Common Ground Games,Toy / Game Store,1
Common Ground,Stirling,Aina,Café,1
Common Ground,Stirling,TaxAssist Accountants Stirling,Bank,1
Common Ground,Stirling,Lads Pallace,Castle,1
Common Ground,Stirling,Torpedo,Salon / Barbershop,1
Common Ground,Stirling,Gowan Hill,Scenic Lookout,1
Common Ground,Stirling,Stirling Bagpipes,Music Store,1
Common Ground,Stirling,Green Gates,Indian Restaurant,1
Common Ground,Stirling,Union St Students Accomodation,Residential Building (Apartment / Condo),1
Common Ground,Stirling,Stirling Old Town Jail,History Museum,1
Common Ground,Stirling,Europcar Stirling Train Station,Rental Car Location,1
Common Ground,Stirling,HBW,Coffee Shop,1
Common Ground,Stirling,Lindsay Murray Hairdressing,Salon / Barbershop,1
Common Ground,Stirling,Medici,Salon / Barbershop,1
Common Ground,Stirling,Molly Malones,Gastropub,1
Common Ground,Stirling,LloydsPharmacy,Pharmacy,1
Common Ground,Stirling,Ballengeich Cemetery,Cemetery,1
Common Ground,Stirling,Mobile Repairs,Mobile Phone Shop,1
Common Ground,Stirling,Welcome,Chinese Restaurant,1
Common Ground,Stirling,AMF Bowling,Bowling Alley,1
Common Ground,Stirling,Stirling Railway Bridge,Bridge,1
Common Ground,Stirling,Orchard House Health Clinic,Doctor's Office,1
Common Ground,Stirling,First Bus - 62/63,Bus Line,1
Common Ground,Stirling,Stirling Castle,Castle,1
Common Ground,Stirling,Belvoir,Building,1
Common Ground,Stirling,mercat cross,Other Great Outdoors,1
Common Ground,Stirling,Lawson’s Gin Lounge,Pub,1
Common Ground,Stirling,Stirling Pram Centre,Baby Store,1
Common Ground,Stirling,The Fountain Restaurant,Fish & Chips Shop,1
Common Ground,Stirling,Castle Dixon,Lounge,1
Common Ground,Stirling,Scottish Tourist Guides Association,Office,1
Common Ground,Stirling,Riverside Primary School,Elementary School,1
Common Ground,Stirling,Travelodge Stirling City Centre,Hotel,1
Common Ground,Stirling,Drummond Pleasure Ground,Cemetery,1
Common Ground,Stirling,22 A Bruce Street,Residential Building (Apartment / Condo),1
Common Ground,Stirling,Argyle Lodgings,History Museum,1
Common Ground,Stirling,U Paździocha,Grocery Store,1
Common Ground,Stirling,The Mercat Cross,General Travel,1
Common Ground,Stirling,Review II,Salon / Barbershop,1
Common Ground,Stirling,Lab Monkey Tattoo,Tattoo Parlor,1
Common Ground,Stirling,The Castle Exhibition,Exhibit,1
Common Ground,Stirling,The Tolbooth,Music Venue,1
Common Ground,Stirling,Golden Bird,Fast Food Restaurant,1
Common Ground,Stirling,Dentist,Dentist's Office,1
Common Ground,Stirling,Spittal-Myre Bowling Club,Bowling Green,1
Common Ground,Stirling,methodist church,Church,1
Common Ground,Stirling,Settle Inn,Pub,1
Common Ground,Stirling,Cash4Clothes,Clothing Store,1
Common Ground,Stirling,Stirling Castle Esplanade,Scenic Lookout,1
Common Ground,Stirling,Viewfield Medical Practice,Doctor's Office,1
Common Ground,Stirling,The Wallace Medical Practice,Doctor's Office,1
Common Ground,Stirling,american nails,Nail Salon,1
Common Ground,Stirling,Baynes,Bakery,1
Common Ground,Stirling,Stirling Ambulance Station,Medical Center,1
Common Ground,Stirling,Taylor Made Kilts,Men's Store,1
Common Ground,Stirling,NRG Computing,Electronics Store,1
Common Ground,Stirling,Munro B&B,Hotel,1
Common Ground,Stirling,Eurasia,Grocery Store,1
Common Ground,Stirling,The Color Lounge 2,Salon / Barbershop,1
Common Ground,Stirling,Royal cemetery,Cemetery,1
Common Ground,Stirling,Tesco Petrol Station,Gas Station,1
Common Ground,Stirling,Stirling Castle,Castle,1
Common Ground,Stirling,Argyll's Lodging,Historic Site,1
Common Ground,Stirling,The Queen's Bedchamber,Historic Site,1
Common Ground,Stirling,The Great Hall,Historic Site,1
Common Ground,Stirling,Unicorn Café,Café,1
Common Ground,Stirling,Mediterranea,Mediterranean Restaurant,1
Common Ground,Stirling,Top Mark,Tattoo Parlor,1
Common Ground,Stirling,Lower Bridge Street Bus Stop,Bus Stop,1
Common Ground,Stirling,Mid Point Apartment,Residential Building (Apartment / Condo),1
Common Ground,Stirling,The Church at Stirling,Church,1
Common Ground,Stirling,Stirling Distillery,Distillery,1
Common Ground,Stirling,Church Of The Holy Rude,Church,1
Common Ground,Stirling,Hermanns's,German Restaurant,1
Common Ground,Stirling,SEPA - Brewer House,Office,1
Common Ground,Stirling,Revolution,Salon / Barbershop,1
Common Ground,Stirling,Stewart Wilson Cycles,Bike Shop,1
Common Ground,Stirling,First Bus - 54/54A,Bus Line,1
Common Ground,Stirling,Outer Limits Tattoo,Tattoo Parlor,1
Common Ground,Stirling,Tesco Petrol Station,Gas Station,1
Common Ground,Stirling,Taguchi,Salon / Barbershop,1
Common Ground,Stirling,archibald ferguson associates,Office,1
Common Ground,Stirling,Stirling Indoor Bowling Club,Sports Club,1
Common Ground,Stirling,Sublime,Salon / Barbershop,1
Common Ground,Stirling,Rob Roy,Pub,1
Common Ground,Stirling,The Batcave,Residential Building (Apartment / Condo),1
Common Ground,Stirling,Forth Guest House Stirling,Bed & Breakfast,1
Common Ground,Stirling,Niall's,Pub,1
Astal,Belgrade,Cvetni trg (Цветни трг),Plaza,1
Astal,Belgrade,De Niro,Clothing Store,1
Astal,Belgrade,Martini Vesto,Clothing Store,1
Astal,Belgrade,AKUD Ivo Lola Ribar,Dance Studio,1
Astal,Belgrade,Полет | Polet,Seafood Restaurant,1
Astal,Belgrade,Vlada Republike Srbije,Capitol Building,1
Astal,Belgrade,Ex Kluz,Nightclub,1
Astal,Belgrade,Delfi | Knjižara SKC,Bookstore,1
Astal,Belgrade,Robna kuća Panda,Department Store,1
Astal,Belgrade,BigPizza,Pizza Place,1
Astal,Belgrade,SKC | Studenski kulturni centar,Cultural Center,1
Astal,Belgrade,"RK Beograđanka [7, 12]",Tram Station,1
Astal,Belgrade,dm-drogerie markt,Drugstore,1
Astal,Belgrade,Telenor Shop,Electronics Store,1
Astal,Belgrade,Flor,Ice Cream Shop,1
Astal,Belgrade,Caffe Piazza,Café,1
Astal,Belgrade,Gust,Fast Food Restaurant,1
Astal,Belgrade,Coffeedream,Coffee Shop,1
Astal,Belgrade,UNO obuća,Shoe Store,1
Astal,Belgrade,Maxbet,Casino,1
Astal,Belgrade,Jasmin,Perfume Shop,1
Astal,Belgrade,"Dražić, Beatović & Stojić",Office,1
Astal,Belgrade,Kung Fu,Chinese Restaurant,1
Astal,Belgrade,Jakovljević,Bakery,1
Astal,Belgrade,Argo,Hotel,1
Astal,Belgrade,Top Krem TM,Food & Drink Shop,1
Astal,Belgrade,SUPER STAR - Frizerski salon,Salon / Barbershop,1
Astal,Belgrade,Hostel Beogradjanka,Hostel,1
Astal,Belgrade,"Radio Laguna | 93,7 MHz",Radio Station,1
Astal,Belgrade,Oktobarfest Beograd,Sausage Shop,1
Astal,Belgrade,Kopirnica Centar,Print Shop,1
Astal,Belgrade,Marquise Otel,Hotel,1
Astal,Belgrade,Zerona Centar Beograd,Medical Center,1
Astal,Belgrade,Занат | Zanat,Bakery,1
Astal,Belgrade,Bacio,Ice Cream Shop,1
Astal,Belgrade,Helenski fond za kulturu,Government Building,1
Astal,Belgrade,BusPlus,Government Building,1
Astal,Belgrade,Harizma,Café,1
Astal,Belgrade,Caffe Di Trevi,Bar,1
Astal,Belgrade,Burger plus,Burger Joint,1
Astal,Belgrade,slot club international,Casino,1
Astal,Belgrade,BM mobil friends,Mobile Phone Shop,1
Astal,Belgrade,Hleb & kifle,Bakery,1
Astal,Belgrade,Evropski pokret u Srbiji,Office,1
Astal,Belgrade,Tender@Marquise,Modern European Restaurant,1
Astal,Belgrade,Le Petit Bar,Bar,1
Astal,Belgrade,El Pibe,Bar,1
Astal,Belgrade,Linija Dunava klub,Salsa Club,1
Astal,Belgrade,Weshare,Coworking Space,1
Astal,Belgrade,Beo-lab,Medical Lab,1
Astal,Belgrade,Hotel Argo,Hotel,1
Astal,Belgrade,Najlepše dvorište na Vračaru,Garden,1
Astal,Belgrade,FAME Solutions,General Entertainment,1
Astal,Belgrade,Velika sala SKC-a,Music Venue,1
Astal,Belgrade,BGD Resavska,Salon / Barbershop,1
Astal,Belgrade,Plato Đoka Vještice,Plaza,1
Astal,Belgrade,Delfi Cafe,Café,1
Astal,Belgrade,Caffe Piazza,Café,1
Astal,Belgrade,Lady Di,Shoe Store,1
Astal,Belgrade,Fakultet muzičke umetnosti,College Arts Building,1
Astal,Belgrade,Mozzart Bet,Betting Shop,1
Astal,Belgrade,Infinity,Mobile Phone Shop,1
Astal,Belgrade,Pekara Bagi,Bakery,1
Astal,Belgrade,Volim te kokice,Snack Place,1
Astal,Belgrade,Orient Emporium,Furniture / Home Store,1
Astal,Belgrade,Front Team Investments,Building,1
Astal,Belgrade,"Adizes Southeast Europe - ASEE Consulting, Belgrade Office",Office,1
Astal,Belgrade,efb-nef,Office,1
Astal,Belgrade,Trafika,Smoke Shop,1
Astal,Belgrade,Advokatska Kancelarija Jakšić,Lawyer,1
Astal,Belgrade,Addiko Bank a.d. Beograd,Bank,1
Astal,Belgrade,Lester,Clothing Store,1
Astal,Belgrade,Apoteka Njegoš,Pharmacy,1
Astal,Belgrade,Pekara Kuki,Bakery,1
Astal,Belgrade,Le Bon Appetit,Restaurant,1
Astal,Belgrade,Bake&Cake,Bakery,1
Astal,Belgrade,Vreme čuda,Café,1
Astal,Belgrade,Travel Partner,Travel Lounge,1
Astal,Belgrade,byte:state,IT Services,1
Astal,Belgrade,LightologyLAB,Design Studio,1
Astal,Belgrade,Sberbank,Bank,1
Astal,Belgrade,Tolkien Fantasy Festival,Public Art,1
Astal,Belgrade,Gental,Dentist's Office,1
Astal,Belgrade,Green market,Convenience Store,1
Astal,Belgrade,Salon Jugoslovenskog Dramskog Pozorišta,Theater,1
Astal,Belgrade,Optika,Optical Shop,1
Astal,Belgrade,La Prima,Arts & Crafts Store,1
Astal,Belgrade,"Marić, Mališić & Dostanić",Office,1
Astal,Belgrade,Gentle touch - dental centar,Dentist's Office,1
Astal,Belgrade,Mega Sun,Tanning Salon,1
Astal,Belgrade,Jazz,Clothing Store,1
Astal,Belgrade,Linea rucna izrada obuce,Clothing Store,1
Astal,Belgrade,Kod Mićka,General Entertainment,1
Astal,Belgrade,Neospindle,IT Services,1
Astal,Belgrade,Turistička organizacija Beograda,Government Building,1
Astal,Belgrade,AMC,Clothing Store,1
Astal,Belgrade,Vešeraj,Laundry Service,1
Gaming Centar,Novi Sad,Akademija Oxford Novi Sad,Language School,1
Gaming Centar,Novi Sad,Pošta 4 | 21104,Post Office,1
Gaming Centar,Novi Sad,Coffee Corner,Coffee Shop,1
Gaming Centar,Novi Sad,MK Commerce,Building,1
Gaming Centar,Novi Sad,Movie,Café,1
Gaming Centar,Novi Sad,Crni Ovan,Bar,1
Gaming Centar,Novi Sad,Restoran Madera,Restaurant,1
Gaming Centar,Novi Sad,Frizerski studio Vojkan,Nail Salon,1
Gaming Centar,Novi Sad,Palata Tomin,Palace,1
Gaming Centar,Novi Sad,"Foto, kino i video savez Vojvodine",Art Gallery,1
Gaming Centar,Novi Sad,Akademija umetnosti,College Arts Building,1
Gaming Centar,Novi Sad,Rulet Gaja,Casino,1
Gaming Centar,Novi Sad,St. George,Boutique,1
Gaming Centar,Novi Sad,Cosa Nostra,Italian Restaurant,1
Gaming Centar,Novi Sad,Matica srpska,Library,1
Gaming Centar,Novi Sad,ISUZU vozila SALON,Auto Dealership,1
Gaming Centar,Novi Sad,Passion,Strip Club,1
Gaming Centar,Novi Sad,Prevent,Urgent Care Center,1
Gaming Centar,Novi Sad,Institut Français,Library,1
Gaming Centar,Novi Sad,Roda Market,Convenience Store,1
Gaming Centar,Novi Sad,fiskalpro,Coworking Space,1
Gaming Centar,Novi Sad,Trg Marije Trandafil,Plaza,1
Gaming Centar,Novi Sad,Pasiceva,Field,1
Gaming Centar,Novi Sad,Misha Concept Store,Miscellaneous Shop,1
Gaming Centar,Novi Sad,Staro zdanje,Restaurant,1
Gaming Centar,Novi Sad,Scandal Modni Studio,Salon / Barbershop,1
Gaming Centar,Novi Sad,Spot,Vegetarian / Vegan Restaurant,1
Gaming Centar,Novi Sad,Churchill,Gastropub,1
Gaming Centar,Novi Sad,Funky,Salon / Barbershop,1
Gaming Centar,Novi Sad,Frizeraj Šovljanski,Salon / Barbershop,1
Gaming Centar,Novi Sad,Fontana ***,Bed & Breakfast,1
Gaming Centar,Novi Sad,novopazarska kuhinja,Restaurant,1
Gaming Centar,Novi Sad,Rizom,Cultural Center,1
Gaming Centar,Novi Sad,Бифе Путин,Café,1
Gaming Centar,Novi Sad,Југ - Три М,Burger Joint,1
Gaming Centar,Novi Sad,Copy Svet,Print Shop,1
Gaming Centar,Novi Sad,Lady's GYM,College Gym,1
Gaming Centar,Novi Sad,Jug TriM Žugic,BBQ Joint,1
Gaming Centar,Novi Sad,Psihopolis,Building,1
Gaming Centar,Novi Sad,Плесни Центар Allegro,Dance Studio,1
Gaming Centar,Novi Sad,Umbrella,Hobby Shop,1
Gaming Centar,Novi Sad,Rodić Kisačka,Grocery Store,1
Gaming Centar,Novi Sad,Svet Slatkiša,Cupcake Shop,1
Gaming Centar,Novi Sad,Del Boy,Fast Food Restaurant,1
Gaming Centar,Novi Sad,Anatomika Grubin,Shoe Store,1
Gaming Centar,Novi Sad,Cut Here,Salon / Barbershop,1
Gaming Centar,Novi Sad,Red Grill,BBQ Joint,1
Gaming Centar,Novi Sad,Principessina,Nail Salon,1
Gaming Centar,Novi Sad,Pink Panter,Steakhouse,1
Gaming Centar,Novi Sad,Trikotaža Jelkić,Boutique,1
Gaming Centar,Novi Sad,Rodić,Grocery Store,1
Gaming Centar,Novi Sad,Gulture Exchange,Lounge,1
Gaming Centar,Novi Sad,NS exotics,Pet Store,1
Gaming Centar,Novi Sad,Bubi Grill,BBQ Joint,1
Gaming Centar,Novi Sad,Studio Karington,Music Venue,1
Gaming Centar,Novi Sad,Nikole Pašića,Other Great Outdoors,1
Gaming Centar,Novi Sad,Pite ispod sača,Pie Shop,1
Gaming Centar,Novi Sad,Fish & Zeleniš,Mediterranean Restaurant,1
Gaming Centar,Novi Sad,Jedno mesto,Café,1
Gaming Centar,Novi Sad,Platan,Diner,1
Gaming Centar,Novi Sad,Petrovaradin Fortress,Music Venue,1
Gaming Centar,Novi Sad,Eduka Centar,Student Center,1
Gaming Centar,Novi Sad,Univerexport,Convenience Store,1
Gaming Centar,Novi Sad,Circus Fitness,Gym / Fitness Center,1
Gaming Centar,Novi Sad,Fotokopirnica Oxford,Paper / Office Supplies Store,1
Gaming Centar,Novi Sad,Forrai,Dentist's Office,1
Gaming Centar,Novi Sad,maska,Accessories Store,1
Gaming Centar,Novi Sad,Vege & Vegan Organic Food,Vegetarian / Vegan Restaurant,1
Gaming Centar,Novi Sad,Marijanović,Dentist's Office,1
Gaming Centar,Novi Sad,Casa Nostra,Italian Restaurant,1
Gaming Centar,Novi Sad,Jedno malo mesto,Pub,1
Gaming Centar,Novi Sad,Marble,Advertising Agency,1
Gaming Centar,Novi Sad,Univerexport Exclusive,Convenience Store,1
Gaming Centar,Novi Sad,Big Pizza,Pizza Place,1
Gaming Centar,Novi Sad,Masarikova,Bakery,1
Gaming Centar,Novi Sad,Igralište,Playground,1
Gaming Centar,Novi Sad,Мултимедијални центар Академије уметности,Concert Hall,1
Gaming Centar,Novi Sad,Auto Moto Savez,Automotive Shop,1
Gaming Centar,Novi Sad,Prigradski autobus 24,Bus Line,1
Gaming Centar,Novi Sad,Frizerski Salon Viktorija,Salon / Barbershop,1
Gaming Centar,Novi Sad,Sunoko,Office,1
Gaming Centar,Novi Sad,KHS - Kostić Hair Studio,Health & Beauty Service,1
Gaming Centar,Novi Sad,Menratova palata,Palace,1
Gaming Centar,Novi Sad,Fontana,Restaurant,1
Gaming Centar,Novi Sad,Pekara za pse,Pet Service,1
Gaming Centar,Novi Sad,Domena,Hardware Store,1
Gaming Centar,Novi Sad,Vatrogasni Savez Vojvodine,College Administrative Building,1
Gaming Centar,Novi Sad,Pekara Central,Bakery,1
Gaming Centar,Novi Sad,Jedno Mesto,Bar,1
Gaming Centar,Novi Sad,bajkinic,Bar,1
Gaming Centar,Novi Sad,tu sam negde,Other Nightlife,1
Gaming Centar,Novi Sad,"Rusinsko kulturno prosvetno drustvo ""Matka""",General Entertainment,1
Gaming Centar,Novi Sad,Polka Dot Vintage,Boutique,1
Gaming Centar,Novi Sad,Jazz Club Wheels,Jazz Club,1
Gaming Centar,Novi Sad,Restoran Čerčil,Restaurant,1
Gaming Centar,Novi Sad,Duvanje,Moving Target,1
Dobra Poteza,Ljubljana,Lekarna Zupančičeva jama,Pharmacy,1
Dobra Poteza,Ljubljana,Severni mestni park Navje,Park,1
Dobra Poteza,Ljubljana,Pasji park,Dog Run,1
Dobra Poteza,Ljubljana,Pekarna TRG,Bakery,1
Dobra Poteza,Ljubljana,Odvetnik Kristijan Prostran,Lawyer,1
Dobra Poteza,Ljubljana,Bar Fontana,Bar,1
Dobra Poteza,Ljubljana,SKB,Bank,1
Dobra Poteza,Ljubljana,Igrišče Zupančičeva jama,Playground,1
Dobra Poteza,Ljubljana,Panorama: Cafe,Café,1
Dobra Poteza,Ljubljana,Sladka jama,Cupcake Shop,1
Dobra Poteza,Ljubljana,Center Premik,Martial Arts School,1
Dobra Poteza,Ljubljana,dm drogerie markt,Cosmetics Shop,1
Dobra Poteza,Ljubljana,Karaka Kava Bar,Bar,1
Dobra Poteza,Ljubljana,KPMG Slovenija,Office,1
Dobra Poteza,Ljubljana,Telemach Pe Bežigrad,Mobile Phone Shop,1
Dobra Poteza,Ljubljana,Pošta Slovenije,Post Office,1
Dobra Poteza,Ljubljana,Kitajska restavracija Shaolin,Chinese Restaurant,1
Dobra Poteza,Ljubljana,Mesarstvo Petrin,Butcher,1
Dobra Poteza,Ljubljana,Okrepčevalnica Boem,Restaurant,1
Dobra Poteza,Ljubljana,NHZ d.o.o.,Medical Center,1
Dobra Poteza,Ljubljana,Svetilnik,Pizza Place,1
Dobra Poteza,Ljubljana,VentureLab,Office,1
Dobra Poteza,Ljubljana,Občina Bežigrad,City Hall,1
Dobra Poteza,Ljubljana,Klub Lepote,Health & Beauty Service,1
Dobra Poteza,Ljubljana,Gimnazija Bežigrad,High School,1
Dobra Poteza,Ljubljana,Oštarija Petrinka,Restaurant,1
Dobra Poteza,Ljubljana,Leonardo,Paper / Office Supplies Store,1
Dobra Poteza,Ljubljana,Trgovina Sandi,Grocery Store,1
Dobra Poteza,Ljubljana,SD Gimnazija Bežigrad,College Gym,1
Dobra Poteza,Ljubljana,Pekarna Zupančičeva jama,Bakery,1
Dobra Poteza,Ljubljana,Mercator,Building,1
Dobra Poteza,Ljubljana,People & Friends,Coffee Shop,1
Dobra Poteza,Ljubljana,Kopilab,Print Shop,1
Dobra Poteza,Ljubljana,Studio Železna - Fe,Photography Studio,1
Dobra Poteza,Ljubljana,B.E. Fit studio,Physical Therapist,1
Dobra Poteza,Ljubljana,LPP postajališče Železna cesta,Bus Station,1
Dobra Poteza,Ljubljana,Pizzeria Sorrento,Pizza Place,1
Dobra Poteza,Ljubljana,Butik daril IN cvetja,Flower Shop,1
Dobra Poteza,Ljubljana,Linhartova Cesta 36,Residential Building (Apartment / Condo),1
Dobra Poteza,Ljubljana,Staro igrišče Zupančičeva jama,Playground,1
Dobra Poteza,Ljubljana,Luna,Diner,1
Dobra Poteza,Ljubljana,caffe boem,Café,1
Dobra Poteza,Ljubljana,Kavarnica Atrij,Café,1
Dobra Poteza,Ljubljana,Etaža,Office,1
Dobra Poteza,Ljubljana,Frizerski salon Vidal,Salon / Barbershop,1
Dobra Poteza,Ljubljana,Optika Moj Optik Ljubljana,Optical Shop,1
Dobra Poteza,Ljubljana,Illcaffe,Cocktail Bar,1
Dobra Poteza,Ljubljana,Radio center,General Entertainment,1
Dobra Poteza,Ljubljana,Tanergija,Yoga Studio,1
Dobra Poteza,Ljubljana,DoubleRecall,Tech Startup,1
Dobra Poteza,Ljubljana,Samopostrežba Mercator,Supermarket,1
Dobra Poteza,Ljubljana,Alta,Financial or Legal Service,1
Dobra Poteza,Ljubljana,Plesna šola Urška,Dance Studio,1
Dobra Poteza,Ljubljana,Embassy of India,Embassy / Consulate,1
Dobra Poteza,Ljubljana,Roze - darila,Flower Shop,1
Dobra Poteza,Ljubljana,Terasa bar,Sports Bar,1
Dobra Poteza,Ljubljana,Pro dance studio,Dance Studio,1
Dobra Poteza,Ljubljana,Dentalni Studio,Dentist's Office,1
Dobra Poteza,Ljubljana,JK d.o.o. Zobozdravstvena ordinacija,Medical Center,1
Dobra Poteza,Ljubljana,JK d.o.o Zobozdravstvena ordinacija,Medical Center,1
Dobra Poteza,Ljubljana,Masaza.net,Spa,1
Dobra Poteza,Ljubljana,Masaže Lavanda,Spa,1
Dobra Poteza,Ljubljana,Tek za vse,Post Office,1
Dobra Poteza,Ljubljana,Che Bar,Café,1
Dobra Poteza,Ljubljana,Poslovni angeli semiHQ,Building,1
Dobra Poteza,Ljubljana,Pr'janu,Professional & Other Places,1
Dobra Poteza,Ljubljana,Frizerski Salon lony,Nail Salon,1
Dobra Poteza,Ljubljana,Moj5,Pet Store,1
Dobra Poteza,Ljubljana,Okrepcevalnica Elita,Snack Place,1
Dobra Poteza,Ljubljana,H3,Residential Building (Apartment / Condo),1
Dobra Poteza,Ljubljana,Petrinka,Restaurant,1
Dobra Poteza,Ljubljana,Sodexo d.o.o.,Office,1
Dobra Poteza,Ljubljana,Brazilko Bar,Bar,1
Dobra Poteza,Ljubljana,N?Poznam,Bar,1
Dobra Poteza,Ljubljana,baxter,Coworking Space,1
Dobra Poteza,Ljubljana,StudioVe,Salon / Barbershop,1
Dobra Poteza,Ljubljana,Air 'N' Shox,Bike Shop,1
Dobra Poteza,Ljubljana,Utrdba pr Svetilniku,Residential Building (Apartment / Condo),1
Dobra Poteza,Ljubljana,Gostilna In Pizzeria Od Dans Do Jutri,Pizza Place,1
Dobra Poteza,Ljubljana,Eva apartman,Residential Building (Apartment / Condo),1
Dobra Poteza,Ljubljana,Alldea,Office,1
Dobra Poteza,Ljubljana,Pernod Ricard Slovenija,Office,1
Dobra Poteza,Ljubljana,DietPoint,Office,1
Dobra Poteza,Ljubljana,Debitel HQ,Office,1
Dobra Poteza,Ljubljana,Kahne,Medical Center,1
Dobra Poteza,Ljubljana,Noema Cooperating d.o.o,Office,1
Dobra Poteza,Ljubljana,Zveza paraplegikov Slovenije,Non-Profit,1
Dobra Poteza,Ljubljana,"Ašajt, frizerski studio",Salon / Barbershop,1
Dobra Poteza,Ljubljana,Bicikelj,Bike Rental / Bike Share,1
Dobra Poteza,Ljubljana,Garažna razprodaja,Park,1
