District,Venue_name,Venue_cat
Perno,Linda's,Social Club
Perno,Posti @ Siwa,Post Office
Perno,pernon koulun piha,School
Perno,masa yard monument,Plaza
Perno,Mammaraisen Koti,Building
Perno,pernon tarhan piha,Playground
Perno,hc työmaa 2,Building
Perno,Navigaren röökikoppi,Building
Perno,mummun bilemesta😎,Castle
Perno,Pernon koulun leikkikenttä,Playground
Perno,Tanssi ravintola navigaren wc tila,Public Bathroom
Perno,studio satu,Cosmetics Shop
Perno,>* Lulla's viihdecorner *<,General Entertainment
Perno,Tähkiönkadun änäriluola,Arcade
Perno,Oravanpesä,Assisted Living
Perno,Metsäpub,Summer Camp
Perno,Pysäkki 737,Bus Station
Varissuo,Turun normaalikoulu,School
Varissuo,Varissuon jäähalli,Hockey Rink
Varissuo,TNK Gym,College Gym
Varissuo,Koulun kalliot,Other Great Outdoors
Varissuo,Turun Normaalikoulun Lukio,High School
Varissuo,pelttarin kenttä,Soccer Field
Varissuo,Norssin kuntosali,Athletics & Sports
Varissuo,English 3042,College Classroom
Varissuo,Norssin Liikuntasali,Arcade
Varissuo,Class 1061,College Classroom
Varissuo,Class sverige,College Classroom
Varissuo,Psykan luokka <3,College Classroom
Varissuo,Norssin piha,Field
Varissuo,Norssin ruokala,Cafeteria
Varissuo,Turku International School,School
Varissuo,gastronormaali ravintola makumesta,Cafeteria
Varissuo,Buddhalainen kesäleiri,Event Space
Varissuo,atk-luokka,College Classroom
Varissuo,Jonnen porukoitte toinen opel,Moving Target
Varissuo,IB lounge,College Cafeteria
Varissuo,Terkkari,Doctor's Office
Varissuo,Kiikkupuisto,Playground
Varissuo,Varissuon Nuorisotalo,Club House
Varissuo,norssi,School
Varissuo,joku tulee hakee mut nyt pois,Nightclub
Varissuo,Norssin Kirjasto,College Library
Varissuo,Norssi Disc Golf Park,Disc Golf
Varissuo,Ala-asteen musaluokka,Elementary School
Varissuo,The French Class,French Restaurant
Varissuo,lukuluola📝,Residential Building (Apartment / Condo)
Varissuo,Palli Nukii,Bar
Varissuo,beskun äitin nopee auto🚗,Nightclub
Varissuo,Ade's,Lounge
Varissuo,mummin pehmeepeti✍🏻💤,Other Nightlife
Varissuo,ghettohelmi,Residential Building (Apartment / Condo)
Varissuo,Riadin partyhouse🎉,Beach Bar
Varissuo,Nettikahvio,Café
Varissuo,villen partyhouse,Nightclub
Varissuo,nuudeliluola,Residential Building (Apartment / Condo)
Varissuo,1063 kaks pulpettii eturivis,Bar
Varissuo,Mykkens hem💙,Trailer Park
Varissuo,Varissuon tenniskentät,Tennis Court
Varissuo,anne osmon verbihelvetti,College Classroom
Varissuo,Olegin partyhouse,Bar
Varissuo,lintsausluola,Castle
Varissuo,Jannen Leffateatteri,Indie Movie Theater
Varissuo,villen pillupalatsi,Gay Bar
Varissuo,Norssin Musaluokka,Music Venue
Varissuo,Music class!,Concert Hall
Varissuo,Rakkauden maa,Pharmacy
Varissuo,Wanhan Norssin sisällä😎,Auditorium
Varissuo,miran lattia,Social Club
Varissuo,Pelttarinkenttä,Soccer Field
Varissuo,varissuon suunnistusreitti😊🔫,Forest
Varissuo,Peltsu,Athletics & Sports
Varissuo,miran ruokapöytä,Chinese Restaurant
Varissuo,miran räppiparveke,Assisted Living
Varissuo,emman morkkis luola 👹,Assisted Living
Varissuo,Tiia's room❤️,Building
Varissuo,Vakken Graffiti Tunneli,Gun Range
Varissuo,katteluksenkatu,Assisted Living
Varissuo,Casa De Nelly,Assisted Living
Varissuo,Anun TOK helvetti,Circus School
Varissuo,Class 2095,College Classroom
Varissuo,Class 2081,School
Varissuo,Anun sosialistinen oppikoulu,Funeral Home
Varissuo,anne osmon substantiivihelvetti,College Classroom
Varissuo,Luokka 1097,College Classroom
Varissuo,Pirkon Pärinät,College Classroom
Varissuo,class 1061,College Classroom
Varissuo,Physics !,Middle School
Varissuo,Markuksen tunnit,College History Building
Varissuo,Religion,School
Varissuo,vakkeeeee,Casino
Varissuo,Kuraattori,Comedy Club
Varissuo,iskän kiituri 🚙💨💨,Moving Target
Varissuo,Liikkatunti🏃🏻,School
Varissuo,kristan tunti,Middle School
Varissuo,Musiikinluokka,College Classroom
Varissuo,Keskitalon helvetti,Prison
Varissuo,aikin matikka😂,School
Varissuo,marieelan liikkatunti,School
Varissuo,0021,College Classroom
Varissuo,Meitsin labra,College Lab
Varissuo,mikon tunti,Middle School
Varissuo,Computer Lab,College Classroom
Varissuo,Jaanan Luentosali,High School
Varissuo,2074,School
Varissuo,Luokka 2065,College Classroom
Varissuo,Järvisen Tunti,High School
Varissuo,Biology,School
Varissuo,takahuone,College Classroom
Varissuo,Juksun tunti,High School
Varissuo,Ruotsinluokka 2073,College Classroom
Varissuo,alman kainalo,Military Base
Varissuo,Class 1063,College Classroom
Varissuo,Olkkari,University
Varissuo,ursulan math helvetti,College Classroom
Uittamo,City Uittamo,Residential Building (Apartment / Condo)
Uittamo,Bussi 13,Bus Line
Uittamo,Susiniitynkatu,Residential Building (Apartment / Condo)
Uittamo,niksun vauhdikas e46,Moving Target
Uittamo,pysäkki 922,Bus Stop
Uittamo,Otto,ATM
Uittamo,Uittamon Koulun Kenttä,Soccer Field
Uittamo,Susiniitynkadun Päiväkoti,Playground
Uittamo,Severin Sänkysä,Burger Joint
Uittamo,kämiksen ghettomesta 😼💕,Trailer Park
Uittamo,anna's home❤️,Bar
Uittamo,Uittamonpuisto,Park
Uittamo,Mamman koirahoitola,Dog Run
Uittamo,Allun Piha,Parking
Uittamo,ilpoisten kalliot🍃🌻,Forest
Uittamo,Bussipysäkki 1212,Bus Stop
Uittamo,vilman koti 1❤️,Nightclub
Uittamo,Venla's bed,Other Nightlife
Uittamo,Venlan parveke,Strip Club
Uittamo,balkong,Lounge
Uittamo,Mummin Kyökki,Residential Building (Apartment / Condo)
Uittamo,jassun palatsi,Gay Bar
Uittamo,uittamon silta,Bridge
Uittamo,Vertin kolo,Hookah Bar
Uittamo,K-Market,Grocery Store
Uittamo,Riskillä,Bar
Uittamo,Eetu's Apartment,Residential Building (Apartment / Condo)
Uittamo,Ropsun Partyplace,Cocktail Bar
Uittamo,Jalustinkatu 3,Residential Building (Apartment / Condo)
Uittamo,Vilma's place 💕,Garden
Uittamo,Annan piha🏃🏼💦,Forest
Uittamo,As oy Syväkallio,Building
Uittamo,jenni's ❣,Assisted Living
Uittamo,Vilman mamman partyhouse😎,Assisted Living
Uittamo,Pujan F500,Moving Target
Uittamo,Pate's,Buffet
Uittamo,Niksul,Hot Spring
Uittamo,hoy ehh ing,Soba Restaurant
Uittamo,joonatanin kätykämppä,Club House
Uittamo,Lumiukon Myssy,Nature Preserve
Uittamo,Myssy Kauppa,Nature Preserve
Uittamo,Packalen-Nevalaisten keittiö,Bakery
Uittamo,joku metsä,Forest
Uittamo,Samulin mopedi,Bike Rental / Bike Share
Uittamo,Uittamon UJ,Hockey Field
Uittamo,Uittamon Naularanta,Beach
Uittamo,Fammu's,Assisted Living
Uittamo,Fammu's,Assisted Living
Uittamo,Millan skeittiparkki🎢,Playground
Uittamo,Onskin Olohuone,Animal Shelter
Uittamo,Sohvannurkka,Art Gallery
Uittamo,Uittamonpuiston bussipysäkki,Bus Line
Uittamo,Sauna,Sauna / Steam Room
Uittamo,👴🏼's,TV Station
Uittamo,Uittiksen Isovanhemmat👴👵,Residential Building (Apartment / Condo)
Uittamo,henriikan parveke 🎉🌌,Nightclub
Uittamo,🅗🅔🅝🅡🅘🅘🅚🅚🅐'🅢   ⓛⓤⓚⓢⓤⓢⓟⓔⓣⓘ♔♔,Other Nightlife
Uittamo,Valtteri's,Strip Club
Uittamo,Opan Kartano,Residential Building (Apartment / Condo)
Uittamo,pinjan yksiö 🏢,Residential Building (Apartment / Condo)
Uittamo,riippukeinu,Nightclub
Uittamo,🎊🎊🎊,Cocktail Bar
Uittamo,Cathouse,Assisted Living
Uittamo,Mummula,College Library
Uittamo,Lauran parkkis,Parking
Uittamo,Pysäkki 1701,Bus Stop
Uittamo,Jimbon Ghettoplace,Forest
Uittamo,Saran uusi koti,Assisted Living
Uittamo,Uittamon Salibandypyhättö,Hockey Field
Uittamo,Ratsumiehen puisto,Playground
Uittamo,kia's,Assisted Living
Uittamo,Lihavien Sähly,College Stadium
Uittamo,Veeran pösö,Moving Target
Uittamo,veikon kiituri 🚘,Moving Target
Uittamo,Kutonen,Cable Car
Uittamo,Hiushuone imago,Salon / Barbershop
Uittamo,jjhius,Salon / Barbershop
Uittamo,Näsb's,Salsa Club
Uittamo,Sauna,Sauna / Steam Room
Uittamo,Pysäkki 1212,Bus Stop
Uittamo,Uittamon päivähoitoyksikkö,Nursery School
Uittamo,Uittamon Koulu,School
Pääskyvuori,Zagros,Pizza Place
Pääskyvuori,Pääskyvuoren Grilli & Kebab,Fast Food Restaurant
Pääskyvuori,Pääskyvuoren Hammashoitola,Dentist's Office
Pääskyvuori,atk service,Electronics Store
Pääskyvuori,Pääskyvuoren koulu,School
Pääskyvuori,ruokapöytä,Buffet
Pääskyvuori,Varissuon lemmenkalliot 💗,Mountain
Pääskyvuori,julkusen matikka,College Classroom
Pääskyvuori,pääskyvuoren koulun liikuntasali,College Gym
Pääskyvuori,kutoste bilebussi,Strip Club
Pääskyvuori,pääskyvuoren uj,Trailer Park
Pääskyvuori,Arvosen Vauhtifordi,Strip Club
Pääskyvuori,Oma luokka,Trailer Park
Pääskyvuori,kampaamo Miral,Residential Building (Apartment / Condo)
Pääskyvuori,pääkkärihoodz,Strip Club
Pääskyvuori,The Forest,Forest
Pääskyvuori,Päiväkoti Peppiina,Garden
Pääskyvuori,janne's opel,Moving Target
Pääskyvuori,"Hennan punane pieni ""Skoda"" (ei oikeest oo skoda)",Moving Target
Pääskyvuori,joku tie,Tree
Pääskyvuori,Triathlon in Bangladesh,Bathing Area
Pääskyvuori,marjun matikka😺,College Classroom
Pääskyvuori,koulu,School
Pääskyvuori,Lassin Opel🚗💨,Rental Car Location
Pääskyvuori,saran sohva,Dog Run
Pääskyvuori,Pääskyvuoren koulun sali,Assisted Living
Pääskyvuori,Kokoushuone,Preschool
Pääskyvuori,Pulkkamäki,Ski Area
Pääskyvuori,Olivian vauhtimauto,Taxi Stand
Pääskyvuori,Erkin isän fordi,Rental Car Location
Pääskyvuori,iidan sohva🤘🏻,College Residence Hall
Pääskyvuori,tiian palatsi,Speakeasy
Pääskyvuori,iidan pikku nurkka🤘🏻,Housing Development
Pääskyvuori,iidan tuoli,Belgian Restaurant
Pääskyvuori,iidan pehmeä sänky💗,College Residence Hall
Pääskyvuori,vilman huone,College Residence Hall
Pääskyvuori,essin matikka🙄,College Classroom
Pääskyvuori,virtasten käytävä,Comedy Club
Pääskyvuori,lets go,Bookstore
Pääskyvuori,Kotkankadun pysäkki,Bus Stop
Pääskyvuori,ruoka ja vessipippu,Distribution Center
Pääskyvuori,mummola 🏠,BBQ Joint
Pääskyvuori,6a luokka,School
Pääskyvuori,äitin ja isin sänky,College Residence Hall
Pääskyvuori,Ikuinen Rakkaus,Dog Run
Pääskyvuori,Pääskyvuoren Koulun Kenttä,Athletics & Sports
Pääskyvuori,Akke's,Palace
Pääskyvuori,ATK Service | Vaping Store,Smoke Shop
Pääskyvuori,Saanan ihanakoti 👌☺️,Building
Pääskyvuori,Pääskyvuoren leikkipaikka,Playground
Pääskyvuori,ikävä,Rest Area
Pääskyvuori,nean iskän auto,Moving Target
Pääskyvuori,Saran sauna,Sauna / Steam Room
Kaerla,runosmäki hoodz,Gun Range
Kaerla,Kuolemanloukku 666,Building
Kaerla,Fitness24Seven,Gym / Fitness Center
Kaerla,Jukolan-Leikkipuisto,Playground
Kaerla,Riku's Place,Strip Club
Kaerla,Salosen Hippiluola,Strip Club
Kaerla,isäpuolen nopee auto🚘,Transportation Service
Kaerla,runosmäen lenkkipolut,Athletics & Sports
Kaerla,baby's house❤️,Circus
Kaerla,Venlanpolku,Bridge
Kaerla,Isohaarankatu,Housing Development
Kaerla,Lohikäärmepuisto,Playground
Kaerla,Arber hoodz,Strip Club
Kaerla,impivaaran jalkapallohalli😍,Bathing Area
Kaerla,Turun tapetti,Hardware Store
Kaerla,tampere kutsuu,Bus Line
Kaerla,Bussi 77,Bus Line
Kaerla,Venla's cave 👹,Hot Dog Joint
Kaerla,Himbergin Kotikolo,Arepa Restaurant
Kaerla,Jukolan puisto,Park
Kaerla,Latetze's partyhouseee,Residential Building (Apartment / Condo)
Kaerla,Jukolankadun kenttä,Soccer Field
Kaerla,Metsänsiimes,Forest
Kaerla,venlan rippijuhlat🎉🎉💖,Club House
Kaerla,PE Fair @ ICT-talo,Fair
Kaerla,RLA,Club House
Kaerla,mummilla 💗,Buffet
Kaerla,koulun vauhti opel,Moving Target
Kaerla,Annu's Penthouse,Housing Development
Kaerla,Runosmäen huvila,Residential Building (Apartment / Condo)
Kaerla,nooran rappukäytävä,Distribution Center
Kaerla,Gym As Oy Riutoja,Gym / Fitness Center
Kaerla,Kenttä 3,Soccer Field
Kaerla,RLA Gym,Gym / Fitness Center
Kaerla,RLA Spa,Water Park
Kaerla,Future Camp,College Auditorium
Kaerla,kotipiha,Park
Kaerla,Miskan kyyti 🚘,Moving Target
Kaerla,Salon West Hair&Spa,Spa
Kaerla,RLA Goathouse,Club House
Kaerla,rikun parkkipaikka 🙈,Parking
Kaerla,Impivaaran ulkotenniskentät,Tennis Court
Runosmäki,Runostuoppi,Bar
Runosmäki,runosmäen pummipenkit,Bar
Runosmäki,Satama Runosmäki,Karaoke Bar
Runosmäki,R-kioski,Convenience Store
Runosmäki,ässä's place🍻,Housing Development
Runosmäki,Runosmäen Kirjasto,Library
Runosmäki,Raskinpolku,Residential Building (Apartment / Condo)
Runosmäki,Can Kebab-Pizzeria,Pizza Place
Runosmäki,Runosmäen Parturi-kampaamo,Cosmetics Shop
Runosmäki,Nunnavuoren palloiluhalli,Recreation Center
Runosmäki,Sale,Grocery Store
Runosmäki,Runosmäen Kukka,Flower Shop
Runosmäki,emman valtakunta👸,Hotel
Runosmäki,Punanen tarha,Tree
Runosmäki,Piiparinpolun päiväkoti,Playground
Runosmäki,heidin valtakunta😌,Building
Runosmäki,venlan äitin auto,Moving Target
Runosmäki,ceccin bileluola🎉,Beach Bar
Runosmäki,Magdan kaappi 👻,Ice Cream Shop
Runosmäki,Magdan lattia,Gay Bar
Runosmäki,Hannun & Kertun Hiekkalinna,Beach Bar
Runosmäki,amanda's place 🎀,Speakeasy
Runosmäki,runosmäen nuorisotalon piha,Trailer Park
Runosmäki,heidi's,Strip Club
Runosmäki,sannan bubi😈,Pub
Runosmäki,Hovivuorten Masterchefkeittiö🍴,Buffet
Runosmäki,äitin 🚗💨,Moving Target
Runosmäki,janin bilekämppä🎉,Other Nightlife
Runosmäki,Helenin Lastentarha,Baby Store
Runosmäki,Turun lyseon/ Manchester Cityn lukio/akatemia/headquarter,Soccer Field
Runosmäki,Pandapuisto ❤👌,Park
Runosmäki,runosmäen kirjaston parkkipaikka,Parking
Runosmäki,nikke's place,Assisted Living
Runosmäki,Jennan Luona,Building
Runosmäki,sannin sohva,Trailer Park
Runosmäki,juuso's 😎😎,Residential Building (Apartment / Condo)
Runosmäki,oonanluola,Residential Building (Apartment / Condo)
Runosmäki,juuson sänky,Nightclub
Runosmäki,lotan penthouse,Strip Club
Runosmäki,Runosmäen seurakuntakoti,Residential Building (Apartment / Condo)
Runosmäki,Ropsun koti,Residential Building (Apartment / Condo)
Runosmäki,Läpyst vaihtoo😏😂,Strip Club
Runosmäki,Sister's Place💗👭,Residential Building (Apartment / Condo)
Runosmäki,Rappio Janin Yksiö🍺,Beer Bar
Runosmäki,runosmäen rkioski,Gaming Cafe
Runosmäki,Joannan mummula👵🏻,Housing Development
Runosmäki,Hurmen räppi luola,Strip Club
Runosmäki,saunamäkien kakkos bilekämppä,Lounge
Runosmäki,Sampan kämppä,Residential Building (Apartment / Condo)
Runosmäki,Raskinpolku 5,Residential Building (Apartment / Condo)
Runosmäki,pappan palatsi,Snack Place
Runosmäki,rikun kämppä,Brewery
Runosmäki,emmin pornoluola:-)👍,Summer Camp
Runosmäki,HCHome,Residential Building (Apartment / Condo)
Runosmäki,marialla ☺️☺️,Beach Bar
Runosmäki,Daffen hämmenysluola 🍺,Residential Building (Apartment / Condo)
Runosmäki,Kalidin Mahtava Sänky,Bar
Runosmäki,Aamukahvi,Café
Runosmäki,Amandan maskeeraus,Residential Building (Apartment / Condo)
Runosmäki,santen bmw,Strip Club
Runosmäki,Parkkipaikka,Parking
Runosmäki,Isin audi 💖,Rental Car Location
Runosmäki,iskäl 🐨❤️,New American Restaurant
Runosmäki,Runosmäen Palloiluhalli,Basketball Court
Runosmäki,Joku Paska Ravintola,American Restaurant
Runosmäki,annin luksuskoti❤️,Building
Runosmäki,Maailman paras kampaamo❤️,Assisted Living
Runosmäki,Kikkolan Koto,Building
Runosmäki,Riinan koti 😻,Assisted Living
Runosmäki,Bobi's,Building
Runosmäki,juuso's,Housing Development
Runosmäki,Runosmäen srk-talo,Cultural Center
Runosmäki,Tippibussi 🙌,Bus Line
Runosmäki,Runostuopin terassi,Beer Garden
Runosmäki,suvi's place,Bank
Runosmäki,P-K Auralinna,Salon / Barbershop
Runosmäki,Satufiilis,Spa
Runosmäki,äitin melkein wankel RX7 rallimaza,Moving Target
Runosmäki,Parturi-Kampaamo Auralinna,Salon / Barbershop
Runosmäki,Iskän Skoda,Moving Target
Runosmäki,oma koti kullan kallis🙏❤️🏡,Home Service
Runosmäki,Kerros 2,Assisted Living
Runosmäki,Janin Ja Jennan Piha,Other Great Outdoors
Runosmäki,Janin Ja Jennan Keittiö,Ethiopian Restaurant
Runosmäki,Sussu's p,Building
Runosmäki,Kandishin Houze,Gun Range
Runosmäki,Sonjan parkkis🚙,Parking
Runosmäki,Hongiston laboratorio,College Lab
Runosmäki,Kämmeköiden kolo,Spiritual Center
Runosmäki,Parkkis,Parking
Runosmäki,Giten pitkäruotsi 🙅,College Classroom
Runosmäki,Runosmäen seurakuntakoti,Church
Runosmäki,Salen pysäköintialue,Parking
Runosmäki,Anni's🎀,Assisted Living
Runosmäki,räzin ipad luola,College Classroom
Runosmäki,Nunnis,Playground
Runosmäki,Gitten svenskabad 🇸🇪,College Classroom
Runosmäki,Luokka 2C,Office
Kaistarniemi,Japan verstas,Design Studio
Kaistarniemi,BT-Marina,Harbor / Marina
Kaistarniemi,Karinakoti,Assisted Living
Kaistarniemi,kyydit,Moving Target
Kaistarniemi,ilona,Cruise Ship
Kaistarniemi,The Summer Terrace,Wine Bar
Kaistarniemi,Kaistarniemen Puu&Palikka,Factory
Kaistarniemi,Papun Audi,Nightclub
Kaistarniemi,The Honkey,Nightclub
Kaistarniemi,Kisastudio,Beer Garden
Kaistarniemi,pbn koulutalo💕,Sorority House
Kaistarniemi,Pippalois,Beer Garden
Kaistarniemi,Mean Hiekkalaatikko,Garden
Kaistarniemi,Metsämäen aurinkoterassi,Beach
Kaistarniemi,puutyöt OY,Castle
Kaistarniemi,Niken Rahetalo,Casino
Kaistarniemi,hanneksen Kilpaileva Pervoilupesä,Speakeasy
Kaistarniemi,Kuha jarnol chillailees,Fishing Spot
Kaistarniemi,Coutsin pelistudio,Nightclub
Kaistarniemi,Tauski's Home,Strip Club
Kaistarniemi,Oonan yolokoti,Other Nightlife
Kaistarniemi,kailojen piha,Trailer Park
Kaistarniemi,allun pieni sänky,Other Nightlife
Kaistarniemi,emmi's bed❤️,Trailer Park
Kaistarniemi,helmuskan tuoli,Residential Building (Apartment / Condo)
Kaistarniemi,Sjöholm's Garage💯🏁🚗⛽️,Karaoke Bar
Kaistarniemi,Noora's terde🍹💗,Lounge
Kaistarniemi,Emmin master chef keittiö ✋,Bistro
Kaistarniemi,CoCo's Place,Gay Bar
Kaistarniemi,mummila🙂,American Restaurant
Kaistarniemi,Bt-Satamapalvelut,Harbor / Marina
Kaistarniemi,mummin sohva,Furniture / Home Store
Kaistarniemi,emmi's,Breakfast Spot
Kaistarniemi,PBn tyttären makuuhuone,Church
Kaistarniemi,"petrin kissatemppeli/luola, taavin pyhäkkö",Prayer Room
Kaistarniemi,Pysäkki 353,Bus Stop
Kaistarniemi,Trampol,Library
Kaistarniemi,Oman oven takana,Prison
Kaistarniemi,sabinan puutarha🌸,Garden
Kaistarniemi,Hansen's Garden,Garden
Kaistarniemi,Åkerblom,Building
Kaistarniemi,Kaistareenkadun Leikkipuisto,Playground
Kaistarniemi,Maston menomesta🎉👑,Building
Kaistarniemi,vihreän sohvan uumenissa,Rest Area
Kaistarniemi,Tuugigin Muumitalo,Castle
Kaistarniemi,peltoniemien tramppa,Playground
Kaistarniemi,maston roskis😎,Building
Kaistarniemi,helmi's kitchen,Bakery
Kaistarniemi,Meri-karinan leikkipuisto,Playground
Kaistarniemi,annan palju 🔥,Hot Spring
Kaistarniemi,sons of markku päämaja,Club House
Kaistarniemi,Matiaksel,Beer Garden
Kaistarniemi,työhuone,Amphitheater
Kaistarniemi,private beach,Surf Spot
Kaistarniemi,emmi's kitchen💗,Buffet
Kaistarniemi,Elmu's spa😏,Spa
Kaistarniemi,Samisaaraha,Rock Club
Kaistarniemi,hanneksen joulu laulut,Aquarium
Kaistarniemi,Petri's,Beer Garden
Kaistarniemi,äitin auto,Moving Target
Kaistarniemi,Opel Astra,Moving Target
Kaistarniemi,Ellen tramppa 😎👋🏽,Recreation Center
Kaistarniemi,Hauenkaari,Housing Development
Kaistarniemi,elmun terassi,Garden
Kaistarniemi,Pikkumetsä,Forest
Kaistarniemi,Essi's place,Strip Club
Kaistarniemi,Pysäkki 1746,Bus Stop
Lauttaranta,Hirvensalon Lauttararanta,Boat or Ferry
Lauttaranta,Hirvensalon silta,Bridge
Lauttaranta,Venetelakka Ramstedt Oy,Storage Facility
Lauttaranta,Idan juottola,Strip Club
Lauttaranta,Alko,Liquor Store
Lauttaranta,nurtsil,Garden
Lauttaranta,Suomen tasavalta / Republic of Finlad,Island
Lauttaranta,jennan moppis,Moving Target
Lauttaranta,inezin piha🌲,Castle
Lauttaranta,Lauttaranta,General Travel
Lauttaranta,Turun kaupungin telakkaranta,Harbor / Marina
Lauttaranta,kämiksen kotikolo,Club House
Lauttaranta,Maisemakonttori,Harbor / Marina
Lauttaranta,es ranta,Nightclub
Lauttaranta,Murmella Jääteellä,Karaoke Bar
Lauttaranta,Murmen Bastu,Non-Profit
Lauttaranta,Sataman Parkkitalo,Parking
Lauttaranta,Hirvensalon urheilutalo,Building
Lauttaranta,Mukulax Hirvensalo,Playground
Lauttaranta,Laivakallio,Forest
Lauttaranta,Koti,Whisky Bar
Lauttaranta,Keittiö,Pizza Place
Lauttaranta,Pervon (auran) Peti,Speakeasy
Lauttaranta,Meriseura Turku ry telakka,Harbor / Marina
Lauttaranta,Hirvensalon mattopesu,Laundry Service
Lauttaranta,Kivikarinkuja,Trail
Lauttaranta,makkaran sisällä,Strip Club
Lauttaranta,Saijan eksoottinen etkomesta,Cocktail Bar
Lauttaranta,Pikisaaren Mount Everest 🌁,Mountain
Lauttaranta,ainon terassi,Other Great Outdoors
Lauttaranta,Restaurant @ Seaport,Restaurant
Lauttaranta,Hirvensalon telakka,Harbor / Marina
Lauttaranta,Pysäkki 85 - Toijaistentie,Bus Station
Lauttaranta,Idan piparipesä,Candy Store
Lauttaranta,Ainon Parveke 💕,Beer Garden
Lauttaranta,lauri's bed 💗,Hostel
Lauttaranta,Terassi,Garden
Lauttaranta,Saijan kynsistudio 💅,Nail Salon
Lauttaranta,Tonttulaituri,Nightclub
Lauttaranta,Pumppauslaituri,Gas Station
Lauttaranta,sakarin rektumin toledo,Moving Target
Lauttaranta,Wäinö Aaltosen Muistomerkki,Historic Site
Lauttaranta,Merilyn,Nightclub
Lauttaranta,senjan lukaali😎,Lounge
Lauttaranta,Murmella Paljussa,Other Nightlife
Lauttaranta,Hirvensalon Meriasema,Gas Station
Lauttaranta,pysäkki 84 (Syvälahti),Bus Stop
Lauttaranta,Karhumetsä,Burrito Place
Lauttaranta,Bunker Hills,Mountain
Lauttaranta,Lautturin kenttä,Soccer Field
Lauttaranta,Lauran Parveke,Spiritual Center
Lauttaranta,Lautturin päiväkoti,Nursery School
Lauttaranta,Murmen tempputalo,Playground
Lauttaranta,Lautturin UJ,Skating Rink
Lauttaranta,Stella Maris,Cruise Ship
Lauttaranta,Tonin ford,Moving Target
Lauttaranta,Veneliike Marko Sipilä,Harbor / Marina
Lauttaranta,Been pökö🚗,Moving Target
Lauttaranta,essin vene,Boat or Ferry
Lauttaranta,Hirvensalon Matonpesupaikka,Other Great Outdoors
Lauttaranta,Murmettaren Majatalo,Mac & Cheese Joint
Lauttaranta,Port Marina Turku,Harbor / Marina
Kärsämäki,Päiväkoti Kaerlantie,Playground
Kärsämäki,pallivahahoops,Basketball Court
Kärsämäki,Kärsämäen nurmikenttä,Soccer Field
Kärsämäki,kärsämäen uj,Hockey Rink
Kärsämäki,Prisma,Supermarket
Kärsämäki,iidan palatsi 👑,Club House
Kärsämäki,Sanzi,Residential Building (Apartment / Condo)
Kärsämäki,Kärsämäen jalkapallokenttä,Soccer Field
Kärsämäki,Tuijalehto,Housing Development
Kärsämäki,kahvitauko🙆🏼🙆🏼🙆🏼,Snack Place
Kärsämäki,Kristianin luksuskoti,Nightclub
Kärsämäki,jagun työmersu,Transportation Service
Kärsämäki,ralliauto 🚘,Moving Target
Kärsämäki,kytölän kiesi,Moving Target
Kärsämäki,Kärsämäen kenttä,Volleyball Court
Kärsämäki,lenkkii,Dog Run
Kärsämäki,Millalla,Building
Kärsämäki,elisan kissakammio,Residential Building (Apartment / Condo)
Kärsämäki,@ appiukon tykö,Residential Building (Apartment / Condo)
Kärsämäki,Pysäkki 623,Bus Station
Kärsämäki,Kärsämäen urheilupuiston leikkipaikka,Playground
Kärsämäki,Föli Bussi 23,Bus Line
Kärsämäki,Matu's Partyroom,Whisky Bar
Kärsämäki,oma peti ⛺️,Whisky Bar
Kärsämäki,Kaerlantie,Building
Kärsämäki,Kallen upouus BileBoxi,BBQ Joint
Kärsämäki,lägenheetti 2.0,Residential Building (Apartment / Condo)
Kärsämäki,Banzai-models,Arts & Crafts Store
Kärsämäki,kärsämäen luistelukoppi,ATM
Kärsämäki,pulmussuontien ranch🐮,College Bookstore
Kärsämäki,Kärsämäen Pallokenttä,Skating Rink
Kärsämäki,Alisan Kattohuoneisto,Residential Building (Apartment / Condo)
Kärsämäki,Äitin ja Isin keittoluola,Nightclub
Kärsämäki,tramppaa,Dog Run
Kärsämäki,Koppi,Baby Store
Kärsämäki,naapuris,Mountain
Kärsämäki,taskulankatu,Beach
Kärsämäki,salainen kauneussalonki🏠,Building
Kärsämäki,Lisbn kyydi,Moving Target
Kärsämäki,Ghettokoppi,Strip Club
Kärsämäki,tolosten peliluola🎮👾,Gaming Cafe
Kärsämäki,Marsus🐹🌚,Residential Building (Apartment / Condo)
Kärsämäki,johezin äidin sänky❤️,Strip Club
Kärsämäki,Le Puntti Sali,Bar
Kärsämäki,Patio,Restaurant
Kärsämäki,kylpytakeis,Other Nightlife
Kärsämäki,Mammimimmi's,Nightclub
Kärsämäki,Kaerlan ghettohood,Residential Building (Apartment / Condo)
Kärsämäki,neerolenkki,Dog Run
Kärsämäki,Hos Mummi&Pappa 💖,Dessert Shop
Kärsämäki,runosmäen lukaali🙆🏿,Strip Club
Kärsämäki,Ainon palatsi,Lounge
Kärsämäki,Khakin uljasratsu,Bike Rental / Bike Share
Kärsämäki,Pysäkki 621,Bus Stop
Kärsämäki,kaerlan phy,College Administrative Building
Kärsämäki,lyckobo,Daycare
Kärsämäki,🐺🐺,Animal Shelter
Kärsämäki,Fysioterapeutti,Physical Therapist
Kärsämäki,Matildan porvaripalatsi,Funeral Home
