District,Venue_name,Venue_cat,Venue_catID
Raunistula,As Oy Turun Tyyki,Building,4bf58dd8d48988d130941735
Raunistula,Saramäentie 1,Dog Run,4bf58dd8d48988d1e5941735
Raunistula,akatemian bussi,Bus Line,4bf58dd8d48988d12b951735
Raunistula,as oy Turun Puuvilla,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Raunistula,Mullintien hammaspäivystys,Dentist's Office,4bf58dd8d48988d178941735
Raunistula,Virusmäentie,Dog Run,4bf58dd8d48988d1e5941735
Raunistula,Ida's place,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Raunistula,Mikin Keittiö,Diner,4bf58dd8d48988d147941735
Raunistula,Bando,Strip Club,4bf58dd8d48988d1d6941735
Raunistula,MyMatilda beauty,Spa,4bf58dd8d48988d1ed941735
Raunistula,Kristan Piha,Art Gallery,4bf58dd8d48988d1e2931735
Raunistula,BB-talo,Strip Club,4bf58dd8d48988d1d6941735
Raunistula,M&M hoodit,Lounge,4bf58dd8d48988d121941735
Raunistula,Pysäkki 273,Arcade,4bf58dd8d48988d1e1931735
Raunistula,Faijan Mazda,Rental Car Location,4bf58dd8d48988d1ef941735
Raunistula,у шена,Housing Development,4f2a210c4b9023bd5841ed28
Raunistula,Asunto Oy Turun Villa,Assisted Living,5032891291d4c4b30a586d68
Raunistula,Le Penthouse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Raunistula,Dee's,Strip Club,4bf58dd8d48988d1d6941735
Raunistula,Nostokurki,Factory,4eb1bea83b7b6f98df247e06
Raunistula,Aivöri Tauvör,Assisted Living,5032891291d4c4b30a586d68
Raunistula,Katan luola,Assisted Living,5032891291d4c4b30a586d68
Raunistula,Janikan Sänky 👌,Assisted Living,5032891291d4c4b30a586d68
Raunistula,Reiskan hima🌚💙,Assisted Living,5032891291d4c4b30a586d68
Raunistula,mummin koti,Buffet,52e81612bcbc57f1066b79f4
Raunistula,hiekkakenttä,Park,4bf58dd8d48988d163941735
Raunistula,Sagan Molokolo,Karaoke Bar,4bf58dd8d48988d120941735
Raunistula,casa de V&V,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Raunistula,Posti Ramppis,Trailer Park,52f2ab2ebcbc57f1066b8b55
Raunistula,Ellin koti💜,Nightclub,4bf58dd8d48988d11f941735
Raunistula,Kummisetä,Bar,4bf58dd8d48988d116941735
Raunistula,"Viinatrokarin mielitetyn, Aune Siviän Myöhempien Aikojen Majatalo",Bed & Breakfast,4bf58dd8d48988d1f8931735
Raunistula,Kontu,Sports Bar,4bf58dd8d48988d11d941735
Raunistula,EK (elämänkoulu),Strip Club,4bf58dd8d48988d1d6941735
Raunistula,Föli Bussi 82,Bus Line,4bf58dd8d48988d12b951735
Raunistula,Bussi 22M,Bus Line,4bf58dd8d48988d12b951735
Raunistula,kastun ärrä,Carpet Store,52f2ab2ebcbc57f1066b8b2a
Raunistula,koiran kusetus reissu,Dog Run,4bf58dd8d48988d1e5941735
Raunistula,dogin lenkitys operaatio😅,Dog Run,4bf58dd8d48988d1e5941735
Raunistula,Shannan Residenssi,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Ispoinen,Linnunpääntie 2,Assisted Living,5032891291d4c4b30a586d68
Ispoinen,ispon välikkö,Event Space,4bf58dd8d48988d171941735
Ispoinen,uittamo hoodz,Tree,52e81612bcbc57f1066b7a24
Ispoinen,Linnunpääntie,Lighthouse,4bf58dd8d48988d15d941735
Ispoinen,Kuljetus- ja lähettipalvelu A.Tuomola,Building,4bf58dd8d48988d130941735
Ispoinen,Rosanpuiston Leikkipaikka,Park,4bf58dd8d48988d163941735
Ispoinen,Ilpoisten koirapolut,Dog Run,4bf58dd8d48988d1e5941735
Ispoinen,Eelin palatsi ✌🏻️,Nightclub,4bf58dd8d48988d11f941735
Ispoinen,uittamos hoods,Bath House,52e81612bcbc57f1066b7a27
Ispoinen,Päiväkoti Sinikello,School,4bf58dd8d48988d13b941735
Ispoinen,Jonne Kauppa,Food & Drink Shop,4bf58dd8d48988d1f9941735
Ispoinen,Katariinalaakson metsä,Forest,52e81612bcbc57f1066b7a23
Ispoinen,Luolavuoren pururata,Trail,4bf58dd8d48988d159941735
Ispoinen,inkan kiitomobiili,Beer Garden,4bf58dd8d48988d117941735
Ispoinen,juulian kylpyamme,Pool,4bf58dd8d48988d15e941735
Ispoinen,isovanhempien kämppä🔥,Arcade,4bf58dd8d48988d1e1931735
Ispoinen,Janinan suihku,Nightclub,4bf58dd8d48988d11f941735
Ispoinen,Pysäkki 597,Bus Station,4bf58dd8d48988d1fe931735
Ispoinen,poian siittiö pesula,Gay Bar,4bf58dd8d48988d1d8941735
Ispoinen,Spa De Korkeila,Spa,4bf58dd8d48988d1ed941735
Ispoinen,Parturi-Kampaamo Korkeila,Salon / Barbershop,4bf58dd8d48988d110951735
Ispoinen,Greta's bed💕,Assisted Living,5032891291d4c4b30a586d68
Ispoinen,Sauna de Korkeila,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Ispoinen,Korkeiloiden solariumpiha🌞,Plaza,4bf58dd8d48988d164941735
Ispoinen,aaron automobiili,Transportation Service,54541b70498ea6ccd0204bff
Ispoinen,f2,Restaurant,4bf58dd8d48988d1c4941735
Ispoinen,uittamon lenkkipolut,Athletics & Sports,4f4528bc4b90abdf24c9de85
Ispoinen,mummula,Assisted Living,5032891291d4c4b30a586d68
Ispoinen,uittamon metsät,Other Great Outdoors,4bf58dd8d48988d162941735
Kupittaa,Park N Shop,Convenience Store,4d954b0ea243a5684a65b473
III,Urheilupuiston Yläkenttä,Soccer Field,4cce455aebf7b749d5e191f5
III,Amica-ravintola Teknika,College Cafeteria,4bf58dd8d48988d1a1941735
III,Biologinen museo,Science Museum,4bf58dd8d48988d191941735
III,Urheilupuisto Beach Volley,Volleyball Court,4eb1bf013b7b6f98df247e07
III,Luostarivuori,Volcano,5032848691d4c4b30a586d61
III,"Turun AMK, Sepänkatu",University,4bf58dd8d48988d1ae941735
III,BEEMRAY,Office,4bf58dd8d48988d124941735
III,Urheilupuiston lentopallokenttä,Volleyball Court,4eb1bf013b7b6f98df247e07
III,Puistelo,Park,4bf58dd8d48988d163941735
III,Perhetalo Heideken,Non-Profit,50328a8e91d4c4b30a586d6c
III,Kirjasto,Library,4bf58dd8d48988d12f941735
III,Övre Plan ÅIFK,Soccer Field,4cce455aebf7b749d5e191f5
III,Paavo Nurmen Puisto,Park,4bf58dd8d48988d163941735
III,B22 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,Opintotoimisto Turun AMK,University,4bf58dd8d48988d1ae941735
III,C17 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,AMK B21,College Auditorium,4bf58dd8d48988d1af941735
III,Amk C01,College Classroom,4bf58dd8d48988d1a0941735
III,L-siiven kaappikäytävä,General College & University,4bf58dd8d48988d1a8941735
III,Yläkenttä,Field,4bf58dd8d48988d15f941735
III,Naisten Kuntovitonen,Athletics & Sports,4f4528bc4b90abdf24c9de85
III,TROK ry toimisto,College Classroom,4bf58dd8d48988d1a0941735
III,Fysiikan laboratorio,College Lab,4bf58dd8d48988d1a5941735
III,Turun Gynekologikeskus,Doctor's Office,4bf58dd8d48988d177941735
III,S201,College Classroom,4bf58dd8d48988d1a0941735
III,C22 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,Hiljainen lukutila,College Classroom,4bf58dd8d48988d1a0941735
III,Metallilaboratorio,College Lab,4bf58dd8d48988d1a5941735
III,Amk A35,College Classroom,4bf58dd8d48988d1a0941735
III,C23 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,c04,College Classroom,4bf58dd8d48988d1a0941735
III,C27 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,Puupaja AMK,College Lab,4bf58dd8d48988d1a5941735
III,TUO Sepänkadun Kirjakauppa,College Bookstore,4bf58dd8d48988d1b1941735
III,L 304 AMK,College Classroom,4bf58dd8d48988d1a0941735
III,AMK Tupakkakatos - Takapiha,University,4bf58dd8d48988d1ae941735
III,Sisu's,Club House,52e81612bcbc57f1066b7a35
III,Yläkentän pukkari,Field,4bf58dd8d48988d15f941735
III,AMK c34,College Classroom,4bf58dd8d48988d1a0941735
Kohmo,Silvolanrinne,Building,4bf58dd8d48988d130941735
Kohmo,Pysäkki 1651,Bus Station,4bf58dd8d48988d1fe931735
Kohmo,2/2a päätepysäkki🌚,Bus Station,4bf58dd8d48988d1fe931735
Kohmo,Bussipysäkki 1651,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kohmo,🚜Jonnen nopee raktori🚜,Transportation Service,54541b70498ea6ccd0204bff
Kohmo,kohmon kenttä,Park,4bf58dd8d48988d163941735
Kohmo,Iskän Kämppä,Assisted Living,5032891291d4c4b30a586d68
Kohmo,iskän auto🚘,Rental Car Location,4bf58dd8d48988d1ef941735
Kohmo,thuyn vessa,Public Bathroom,5744ccdfe4b0c0459246b4c4
Kohmo,tissi/kana taivas,Arepa Restaurant,4bf58dd8d48988d152941735
Kohmo,Raivionkujan vuokrakasarmit,Assisted Living,5032891291d4c4b30a586d68
Kohmo,Tarun iskelmäparveke 😎🎶,Caribbean Restaurant,4bf58dd8d48988d144941735
Kohmo,Nava's,Castle,50aaa49e4b90af0d42d5de11
Kohmo,Six Feet Under,Video Game Store,4bf58dd8d48988d10b951735
Kohmo,Hieroja Lindberg,Bath House,52e81612bcbc57f1066b7a27
Kohmo,OKT 39,Playground,4bf58dd8d48988d1e7941735
Kohmo,Lara's,Assisted Living,5032891291d4c4b30a586d68
Kohmo,assu's place,Castle,50aaa49e4b90af0d42d5de11
Kohmo,infected-design,Design Studio,4bf58dd8d48988d1f4941735
Kohmo,Tarun kolo,Beach Bar,52e81612bcbc57f1066b7a0d
Kohmo,Esterin Lukaali✨💖,Fair,4eb1daf44b900d56c88a4600
Kohmo,juho's,Comedy Club,4bf58dd8d48988d18e941735
Kohmo,R pappan koti🤘🏻,Assisted Living,5032891291d4c4b30a586d68
Kohmo,Benuuy's place,Music Venue,4bf58dd8d48988d1e5931735
Kohmo,Juho's,Assisted Living,5032891291d4c4b30a586d68
Kohmo,Role's place,Club House,52e81612bcbc57f1066b7a35
Kohmo,Ninon runkkuluola,American Restaurant,4bf58dd8d48988d14e941735
Kohmo,Sonjan Residenssi,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kohmo,Jounin Toyota 🚘,Rental Car Location,4bf58dd8d48988d1ef941735
Kohmo,Kohmon päiväkoti,Playground,4bf58dd8d48988d1e7941735
Kohmo,Hiedin auto🚘,Tree,52e81612bcbc57f1066b7a24
Kohmo,Kattila's masterchef kitchen 🍴,Buffet,52e81612bcbc57f1066b79f4
Kohmo,kohmoo hoods🌚,African Restaurant,4bf58dd8d48988d1c8941735
Kohmo,Koirakeskus,Dog Run,4bf58dd8d48988d1e5941735
Kohmo,Markusen Lukaali🏢,Bar,4bf58dd8d48988d116941735
Kohmo,Janun Luola,Gay Bar,4bf58dd8d48988d1d8941735
Kohmo,tobba varasto,Speakeasy,4bf58dd8d48988d1d4941735
Kohmo,akken kaverin  kämppä,Strip Club,4bf58dd8d48988d1d6941735
Vasaramäki,High Tech Center,Convention Center,4bf58dd8d48988d1ff931735
Vasaramäki,Vasaramäenpuisto,Park,4bf58dd8d48988d163941735
Vasaramäki,Napcon Turku,Tech Startup,4bf58dd8d48988d125941735
Vasaramäki,Grano Turku,Business Service,5453de49498eade8af355881
Vasaramäki,Marko's Lunch And Catering,Buffet,52e81612bcbc57f1066b79f4
Vasaramäki,Lakkatien lastenkoti,Building,4bf58dd8d48988d130941735
Vasaramäki,Marjamaanpuiston leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Vasaramäki,Pysäkki 1040,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Vasaramäki,Turku High Tech Centre 2,Building,4bf58dd8d48988d130941735
Vasaramäki,Multiprint / karhukopio,Paper / Office Supplies Store,4bf58dd8d48988d121951735
Vasaramäki,Lakkapaskan keskitysleiri,Building,4bf58dd8d48988d130941735
Vasaramäki,Booga's Fixie Garage,Bike Shop,4bf58dd8d48988d115951735
Vasaramäki,piha,Amphitheater,56aa371be4b08b9a8d5734db
Vasaramäki,Boogas Basement Studio,Music Venue,4bf58dd8d48988d1e5931735
Vasaramäki,Mustikkatie,Assisted Living,5032891291d4c4b30a586d68
Vasaramäki,ionan koti,Strip Club,4bf58dd8d48988d1d6941735
Vasaramäki,lehmustie 31,Building,4bf58dd8d48988d130941735
Vasaramäki,Siskon hassunhassu asunto,Building,4bf58dd8d48988d130941735
Vasaramäki,HKScan,Office,4bf58dd8d48988d124941735
Vasaramäki,Alastaro circuit,Other Great Outdoors,4bf58dd8d48988d162941735
Vasaramäki,Minerva's,Caribbean Restaurant,4bf58dd8d48988d144941735
Vasaramäki,Puolukkatie,Building,4bf58dd8d48988d130941735
Vasaramäki,Nordic ID Turku,Office,4bf58dd8d48988d124941735
Vasaramäki,Eetun ferrari🚗,Moving Target,4f2a23984b9023bd5841ed2c
Vasaramäki,leikkipuisto,Playground,4bf58dd8d48988d1e7941735
Vasaramäki,Liian pieni sänky,Building,4bf58dd8d48988d130941735
Vasaramäki,Kupittaan lenkkipolut,Park,4bf58dd8d48988d163941735
Vasaramäki,Multiprint,Paper / Office Supplies Store,4bf58dd8d48988d121951735
Vasaramäki,Viivin kotokolo,Castle,50aaa49e4b90af0d42d5de11
Vasaramäki,karpalotie,Dog Run,4bf58dd8d48988d1e5941735
Vasaramäki,lukken menopeli,Cruise Ship,55077a22498e5e9248869ba2
Vasaramäki,Kesko,Building,4bf58dd8d48988d130941735
Vasaramäki,aaron pleke nurkkaus,Arcade,4bf58dd8d48988d1e1931735
Vasaramäki,Miskan Pelihuone,Amphitheater,56aa371be4b08b9a8d5734db
Vasaramäki,Mis citus mä oon,Moving Target,4f2a23984b9023bd5841ed2c
Vasaramäki,aaron pehmoinen peti,Hostel,4bf58dd8d48988d1ee931735
Vasaramäki,Aaron suihku,Brewery,50327c8591d4c4b30a586d5d
Vasaramäki,Jennyn puutarhaterassi,Other Nightlife,4bf58dd8d48988d11a941735
Vasaramäki,luumutie 8,Housing Development,4f2a210c4b9023bd5841ed28
Itäharju,Lidl,Supermarket,52f2ab2ebcbc57f1066b8b46
Itäharju,Itäharjun lounasravintola ILO,Diner,4bf58dd8d48988d147941735
Itäharju,Leipomo Rostenin myymälä-kahvio,Bakery,4bf58dd8d48988d16a941735
Itäharju,"Postilokerot, Itäharju",Post Office,4bf58dd8d48988d172941735
Itäharju,Päivin Grilli,Fast Food Restaurant,4bf58dd8d48988d16e941735
Itäharju,Big Boys,Gym,4bf58dd8d48988d176941735
Itäharju,Macron Store,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Itäharju,Leipomo Rosten,Cafeteria,4bf58dd8d48988d128941735
Itäharju,FC TPS Turku Oy,Office,4bf58dd8d48988d124941735
Itäharju,Toppinen Oy Konehuolto,Hardware Store,4bf58dd8d48988d112951735
Itäharju,Rhapsody,Restaurant,4bf58dd8d48988d1c4941735
Itäharju,Autopalvelu Sherif,Automotive Shop,4bf58dd8d48988d124951735
Itäharju,Hope Yhdistys,Kids Store,4bf58dd8d48988d105951735
Itäharju,M&M Kuntotalo,Gym / Fitness Center,4bf58dd8d48988d175941735
Itäharju,Turun Fysiokulma,Physical Therapist,5744ccdfe4b0c0459246b4af
Itäharju,Leipomo Rosten Konttori,Office,4bf58dd8d48988d124941735
Itäharju,rakennustoimisto lunden,Office,4bf58dd8d48988d124941735
Itäharju,kebab pizzeria ilo,Fast Food Restaurant,4bf58dd8d48988d16e941735
Itäharju,Autiotalo,General Entertainment,4bf58dd8d48988d1f1931735
Itäharju,Teboil Express,Gas Station,4bf58dd8d48988d113951735
Itäharju,Great Skate Hockey Supply Company,Sporting Goods Shop,4bf58dd8d48988d1f2941735
Itäharju,Inn22,Motel,4bf58dd8d48988d1fb931735
Itäharju,Joogakeskus Himalaja,Yoga Studio,4bf58dd8d48988d102941735
Itäharju,Ramirent,Hardware Store,4bf58dd8d48988d112951735
Itäharju,Poppikone,Electronics Store,4bf58dd8d48988d122951735
Itäharju,Damon Autopesula,Car Wash,4f04ae1f2fb6e1c99f3db0ba
Itäharju,Byggmax,Hardware Store,4bf58dd8d48988d112951735
Itäharju,Noisecamp Studio / Musamuusa,Building,4bf58dd8d48988d130941735
Itäharju,KMG Printworks,Building,4bf58dd8d48988d130941735
Itäharju,Voimakadun jakelutoimipaikka,Post Office,4bf58dd8d48988d172941735
Itäharju,Komeetta 🎮❤️,Arcade,4bf58dd8d48988d1e1931735
Itäharju,Careless Imagen treenikämppä,Recording Studio,52f2ab2ebcbc57f1066b8b37
Itäharju,Viherpesu Oy,Laundry Service,4bf58dd8d48988d1fc941735
Itäharju,Taukotila,General Entertainment,4bf58dd8d48988d1f1931735
Itäharju,Posti,Post Office,4bf58dd8d48988d172941735
Itäharju,Big Boy,Gym,4bf58dd8d48988d176941735
Itäharju,airisto center parainen,Harbor / Marina,4bf58dd8d48988d1e0941735
Luolavuori,Luolavuoren Golfhalli,Golf Driving Range,58daa1558bbb0b01f18ec1b0
Luolavuori,Luolavuoren koulu,Elementary School,4f4533804b9074f6e4fb0105
Luolavuori,Ruokala,College Cafeteria,4bf58dd8d48988d1a1941735
Luolavuori,Limos,Restaurant,4bf58dd8d48988d1c4941735
Luolavuori,Luolavuoren lenkkipolku,Other Great Outdoors,4bf58dd8d48988d162941735
Luolavuori,annin sohva,Comedy Club,4bf58dd8d48988d18e941735
Luolavuori,Luolavuoren pulkkamäki,Hill,5bae9231bedf3950379f89cd
Luolavuori,Luolavuoren kenttä,Field,4bf58dd8d48988d15f941735
Luolavuori,nordlundien terassi,Plaza,4bf58dd8d48988d164941735
Luolavuori,Luolavuoren Wembley,Soccer Field,4cce455aebf7b749d5e191f5
Luolavuori,Pietron Takkahuone,Bar,4bf58dd8d48988d116941735
Luolavuori,Luolavuoren Liigafutis,Soccer Field,4cce455aebf7b749d5e191f5
Luolavuori,Bar Arthur's,Bar,4bf58dd8d48988d116941735
Luolavuori,J's terrace,Hot Spring,4bf58dd8d48988d160941735
Luolavuori,Pysäkki 1720 (Luolavuoren koulu),Bus Stop,52f2ab2ebcbc57f1066b8b4f
Luolavuori,Asunto Oy Turun Helmi,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Luolavuori,middle earth,Castle,50aaa49e4b90af0d42d5de11
Luolavuori,mummu hoodz,Assisted Living,5032891291d4c4b30a586d68
Luolavuori,Punttisali,College Gym,4bf58dd8d48988d1b2941735
Luolavuori,Luolavuoren tenniskenttä,Tennis Court,4e39a956bd410d7aed40cbc3
Luolavuori,Liisankatu 10,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Luolavuori,Juuson partytalo 🎉,Trailer Park,52f2ab2ebcbc57f1066b8b55
Luolavuori,Luolavuoren liigafutis katsomo C4,Soccer Field,4cce455aebf7b749d5e191f5
Luolavuori,luolavuoren nurmi,Soccer Field,4cce455aebf7b749d5e191f5
Luolavuori,Camp Nou Stadion,Soccer Field,4cce455aebf7b749d5e191f5
Luolavuori,Bussi 18,Bus Line,4bf58dd8d48988d12b951735
Luolavuori,saminsiskonvitunturbonissanopelleipi,Bank,4bf58dd8d48988d10a951735
Luolavuori,Johtiksen Palatsi,Assisted Living,5032891291d4c4b30a586d68
Luolavuori,shower🚿,Water Park,4bf58dd8d48988d193941735
Luolavuori,annin dance sauna&suihku,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Luolavuori,annin miniparveke☀️,Botanical Garden,52e81612bcbc57f1066b7a22
Luolavuori,Laaksosten takapiha,Other Great Outdoors,4bf58dd8d48988d162941735
Luolavuori,Miikan olohuone,Nightclub,4bf58dd8d48988d11f941735
Luolavuori,Mimmi's partyhouse,Karaoke Bar,4bf58dd8d48988d120941735
Luolavuori,home alonee,Nightclub,4bf58dd8d48988d11f941735
Luolavuori,annin karvamatto,Hookah Bar,4bf58dd8d48988d119941735
Luolavuori,Pysäkki 992,Bus Station,4bf58dd8d48988d1fe931735
Luolavuori,porkkanamäki,Cultural Center,52e81612bcbc57f1066b7a32
Luolavuori,luolavuoren wimbledon,Beach,4bf58dd8d48988d1e2941735
Luolavuori,Luolavuorenpuiston Leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Perno,Tähkiönkatu,Other Great Outdoors,4bf58dd8d48988d162941735
Perno,Pernon Huolto,Auto Garage,52f2ab2ebcbc57f1066b8b44
Perno,mutun rallikaara,Rental Car Location,4bf58dd8d48988d1ef941735
Perno,Sannan Koti,Building,4bf58dd8d48988d130941735
Perno,Ylis,Playground,4bf58dd8d48988d1e7941735
Perno,Paanasen Bilemesta,Strip Club,4bf58dd8d48988d1d6941735
Perno,Pernon koulu,School,4bf58dd8d48988d13b941735
Perno,Vittu,Volcano,5032848691d4c4b30a586d61
Perno,Hövelin hammashuolto,Dentist's Office,4bf58dd8d48988d178941735
Perno,Markkasen saunaosasto,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Perno,Sallan partyhouse,Assisted Living,5032891291d4c4b30a586d68
Perno,Markkasen parzi,Vineyard,4bf58dd8d48988d1de941735
Perno,Perten Peti,Temple,4bf58dd8d48988d13a941735
Perno,lilli's place ❤️,Assisted Living,5032891291d4c4b30a586d68
Perno,Posti @ Siwa,Post Office,4bf58dd8d48988d172941735
Perno,vittusohva,Assisted Living,5032891291d4c4b30a586d68
Perno,Samu's place 🏢,Assisted Living,5032891291d4c4b30a586d68
Perno,samun kutukolo 😍,Arcade,4bf58dd8d48988d1e1931735
Perno,hiekkalaatikko,Playground,4bf58dd8d48988d1e7941735
Perno,Tarjan superford,Noodle House,4bf58dd8d48988d1d1941735
Perno,Valtterin mummo astra,Light Rail Station,4bf58dd8d48988d1fc931735
Perno,Sannan terassi,Lounge,4bf58dd8d48988d121941735
Perno,Temelä AKA Supon PoikamiesBoxi,Housing Development,4f2a210c4b9023bd5841ed28
Perno,Simon ja suskin luksusluola,Housing Development,4f2a210c4b9023bd5841ed28
Perno,Heinikonkadun päiväkoti,Daycare,4f4532974b9074f6e4fb0104
Perno,Hyrköistenmäki,Mountain,4eb1d4d54b900d56c88a45fc
Perno,Oskarin Korjaamo,Moving Target,4f2a23984b9023bd5841ed2c
Perno,mun palatsi 👑,Club House,52e81612bcbc57f1066b7a35
Perno,miun kotikolo 🐽,Club House,52e81612bcbc57f1066b7a35
Perno,Pansion kesäasunto,Building,4bf58dd8d48988d130941735
Perno,kotisohva😎,Warehouse,52e81612bcbc57f1066b7a36
Perno,lakkatie,Assisted Living,5032891291d4c4b30a586d68
Perno,Vauvan Kehto,Playground,4bf58dd8d48988d1e7941735
Perno,maijan pihasauna,Bath House,52e81612bcbc57f1066b7a27
Perno,paavolankatu,Palace,52e81612bcbc57f1066b7a14
Perno,Linda's,Social Club,52e81612bcbc57f1066b7a33
Perno,studio satu,Cosmetics Shop,4bf58dd8d48988d10c951735
Perno,Tanssi ravintola navigaren wc tila,Public Bathroom,5744ccdfe4b0c0459246b4c4
Moikoinen,K-supermarket Hirvensalo,Supermarket,52f2ab2ebcbc57f1066b8b46
Moikoinen,Alko,Liquor Store,4bf58dd8d48988d186941735
Moikoinen,St1,Gas Station,4bf58dd8d48988d113951735
Moikoinen,Turun linna,Castle,50aaa49e4b90af0d42d5de11
Moikoinen,metsäs🌲,Forest,52e81612bcbc57f1066b7a23
Moikoinen,heikellin mummon talo,Strip Club,4bf58dd8d48988d1d6941735
Moikoinen,Hsalon rampit,Skate Park,4bf58dd8d48988d167941735
Moikoinen,Mutsin vauhti Touareg,Moving Target,4f2a23984b9023bd5841ed2c
Moikoinen,isin amis fordi🍁,Moving Target,4f2a23984b9023bd5841ed2c
Moikoinen,Even kisane Gilbert 🏁,Moving Target,4f2a23984b9023bd5841ed2c
Moikoinen,Luxus paatti 👌🚢,Boat or Ferry,4bf58dd8d48988d12d951735
Moikoinen,ellan koti❤️,Assisted Living,5032891291d4c4b30a586d68
Moikoinen,es ponien taikamaa⛺️🌜😴,Bed & Breakfast,4bf58dd8d48988d1f8931735
Moikoinen,Pannu lounaskahvila,Bistro,52e81612bcbc57f1066b79f1
Moikoinen,Lakkojen vene,Moving Target,4f2a23984b9023bd5841ed2c
Moikoinen,moose's,Spiritual Center,4bf58dd8d48988d131941735
Moikoinen,pysäkki 1814,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Moikoinen,renen keittiö ❤️,Diner,4bf58dd8d48988d147941735
Moikoinen,Miran koti,Circus,52e81612bcbc57f1066b79e7
Moikoinen,Moose's Hirvesalon Nuorisotalo,Pool Hall,4bf58dd8d48988d1e3931735
Moikoinen,veetin kingiluola,Speakeasy,4bf58dd8d48988d1d4941735
Moikoinen,tmk tietokeskus centter,Recreation Center,52e81612bcbc57f1066b7a26
Moikoinen,Verkkula,Assisted Living,5032891291d4c4b30a586d68
Moikoinen,Hirvensalon nuorisotalo,Pool Hall,4bf58dd8d48988d1e3931735
Moikoinen,Evyn huusholli,Buffet,52e81612bcbc57f1066b79f4
Moikoinen,Jassu's Palace,Nightclub,4bf58dd8d48988d11f941735
Moikoinen,Aks,Bridge,4bf58dd8d48988d1df941735
Moikoinen,Pysäkki 361,Bus Station,4bf58dd8d48988d1fe931735
Moikoinen,Bussi Hirvensalo-naantali,Bus Station,4bf58dd8d48988d1fe931735
Moikoinen,iskän mersu,Taxi Stand,53fca564498e1a175f32528b
Moikoinen,Wk,Building,4bf58dd8d48988d130941735
Moikoinen,iskän mahti audi,Rental Car Location,4bf58dd8d48988d1ef941735
Moikoinen,kotkan pesä,Baby Store,52f2ab2ebcbc57f1066b8b32
Moikoinen,faijan ralliauto,Rental Car Location,4bf58dd8d48988d1ef941735
Moikoinen,Pururata,Park,4bf58dd8d48988d163941735
Moikoinen,Alcoholforrest,Whisky Bar,4bf58dd8d48988d122941735
Moikoinen,Laten lasihuone,Whisky Bar,4bf58dd8d48988d122941735
Moikoinen,fannyn ateljee❤️,Art Gallery,4bf58dd8d48988d1e2931735
Koivula,Terveystalo areena,Soccer Field,4cce455aebf7b749d5e191f5
Koivula,Peltolan liikuntasali,College Gym,4bf58dd8d48988d1b2941735
Koivula,TYS Päivänpaiste,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Koivula,Mallaskukko,Pub,4bf58dd8d48988d11b941735
Koivula,Amis,University,4bf58dd8d48988d1ae941735
Koivula,ICT Library,Library,4bf58dd8d48988d12f941735
Koivula,kuolema,Cemetery,4bf58dd8d48988d15c941735
Koivula,Arten talli,Campaign Office,5032764e91d4c4b30a586d5a
Koivula,Bussipysäkki 1475,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Koivula,Kemia paskaa,College Lab,4bf58dd8d48988d1a5941735
Koivula,millan partyhouse 🎉,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Koivula,täyshoitola,Resort,4bf58dd8d48988d12f951735
Koivula,saran bilemesta 🎉,Other Nightlife,4bf58dd8d48988d11a941735
Koivula,Päivänpaiste,Other Nightlife,4bf58dd8d48988d11a941735
Koivula,anaalitapi koti,Gay Bar,4bf58dd8d48988d1d8941735
Koivula,Maijala,Other Nightlife,4bf58dd8d48988d11a941735
Koivula,katsun grillhouse,BBQ Joint,4bf58dd8d48988d1df931735
Koivula,Viripiri husse,Casino,4bf58dd8d48988d17c941735
Koivula,johanssonien karaoke baari,Karaoke Bar,4bf58dd8d48988d120941735
Koivula,Raimon&aunen Kotikolo,Housing Development,4f2a210c4b9023bd5841ed28
Koivula,Busshållplatsen,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Koivula,Palju,Water Park,4bf58dd8d48988d193941735
Koivula,millan himbe,Building,4bf58dd8d48988d130941735
