,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
10964,,Adıyaman,Tolgay Mimarlık | Adıyaman Özel Eğitim Mesleki Eğitim Merkezi,School,0
10965,,Adıyaman,kardelen çamaşırhane,Factory,0
10966,,Adıyaman,HRK Satış Ofisi,Office,0
10967,,Adıyaman,Adıyaman Özel Eğitim Mesleki Eğitim Merkezi(Okulu),School,0
10968,,Adıyaman,Hacı Sakine Acar İş Eğitim Uygulama Okulu,Private School,0
10969,,Adıyaman,Danış holding,Building,0
10970,,Adıyaman,Mevlana Ortaokulu,Middle School,0
10971,,Adıyaman,Öz Yapıcılar Ekmek,Bagel Shop,0
10972,,Adıyaman,A.Ü AMELİYATHANE,Medical School,0
10973,,Adıyaman,Pirin Magaralari,Mountain,0
10974,,Adıyaman,Adıyaman Kadın Doğum  ve Çocuk Hastanesi,Hospital,0
10975,,Adıyaman,La Melodika,Music School,0
10976,,Adıyaman,Ticaret Meslek Lisesi,Trade School,0
10977,,Adıyaman,Adıyaman Merkez 3 Nolu ASM,Medical Center,0
10978,,Adıyaman,NARLI BAHÇE ADIYAMAN,Outdoor Event Space,0
10979,,Adıyaman,Adıyaman Çevik Kuvvet Şube Müdürlüğü,Business Center,0
10980,,Adıyaman,ADIYAMAN ÖZEL GÖZDE TIP MERKEZİ,Hospital,0
10981,,Adıyaman,Adıyaman Özel Harekat Şube Müdürlüğü,Government Building,0
10982,,Adıyaman,Pirin,Restaurant,0
10983,,Adıyaman,400 Yataklı Hastane,Amphitheater,0
10984,,Adıyaman,Adıyaman ömür eczanesi,Medical Center,0
10985,,Adıyaman,Pirin,Water Park,0
10986,,Adıyaman,Çevik Kuvvet Şube Müdürlüğü,Business Center,0
10987,,Adıyaman,12_A,School,0
10988,,Adıyaman,Malazgirt Eğitim Uygulama Merkezi,Private School,0
10989,,Adıyaman,Özel İdare İlköğretim,General College & University,0
10990,,Adıyaman,Girişoğulları Restaurant,Restaurant,0
10991,,Adıyaman,Çınaraltı kebap salonu,Café,0
10992,,Adıyaman,Prim Perre,Historic Site,0
10993,,Adıyaman,Perre Izgara Ve Mangal,Wings Joint,0
10994,,Afyon,Çakır Market,Convenience Store,0
10995,,Afyon,Patates Diyarı,Community Center,0
10996,,Afyon,Arazide,Field,0
10997,,Afyon,MYKT İNŞAAT,Residential Building (Apartment / Condo),0
10998,,Afyon,Bozyer Tarlalıkları,Other Great Outdoors,0
10999,,Afyon,Park Afyon,Park,0
11000,,Afyon,03 VP 474,General Travel,0
11001,,Afyon,Kral Tuğla,Factory,0
11002,,Afyon,Kolsan A.Ş. Kırma & Eleme Tesisi ve Kalker Ocakları,Factory,0
11003,,Afyon,Kolsan Hazır Beton,Factory,0
11004,,Afyon,A.K.Ü. Veteriner Fak. Mandacılık Tesisleri,University,0
11005,,Afyon,Nuribey Belediyesi,Town Hall,0
11006,,Afyon,Nuribey Zirve,Other Great Outdoors,0
11007,,Afyon,S.M.M.Müşavir Abdullah Sancak,Financial or Legal Service,0
11008,,Afyon,Murat Yapı Kömür Tic,Construction & Landscaping,0
11009,,Afyon,Fuar köseler petrol,Rest Area,0
11010,,Afyon,Afyon Belediyesi Atıksu Arıtma Tesisi,Mountain,0
11011,,Afyon,Celikler Holding Beton Trave,Factory,0
11012,,Afyon,Susamsimitevi,Bagel Shop,0
11013,,Afyon,Sinek,Transportation Service,0
11014,,Afyon,Cambazoglu,Warehouse,0
11015,,Afyon,Kral Tuğla-Makina Dairesi,Factory,0
11016,,Afyon,Atıksu Arıtım Tesisi,Factory,0
11017,,Afyon,Kral Tuğla-Fırın Bölgesi,Factory,0
11018,,Afyon,Fabrika,Business Center,0
11019,,Afyon,May İnşaat - Di̇y-Mar İnşaat Afyon Cezaevi̇ İnşaati,Prison,0
11020,,Afyon,Afyonkarahisar Kampüs Ceza İnfaz Kurumları,Prison,0
11021,,Afyon,Afyonkarahisar T Tipi Kapalı Ceza İnfaz Kurumları,Prison,0
11022,,Afyon,orhan dayının çayırlıktan geceye yolculuk,Farm,0
11023,,Afyon,Nuribey İlkokulu,Elementary School,0
11024,,Afyon,erpet inşaat nuribey okul inşaatı,Middle School,0
11025,,Afyon,Çimsa Afyon Çimento Döner Fırın,Factory,0
11026,,Afyon,Afyonkarahisar Belediyesi Park Bahçe Müdürlüğü,Factory,0
11027,,Afyon,örnek-2 Tuğla,Factory,0
11028,,Afyon,Özutku Petrol (Işıklar),Gas Station,0
11029,,Afyon,Afyonkarahisar 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,Prison,0
11030,,Afyon,halimoru ioo,Building,0
11031,,Afyon,Ulaş Tavukçuluk A.Ş,Animal Shelter,0
11032,,Aksaray,Hasanoğlu Hayvancılık Aş,Factory,0
11033,,Aksaray,topakkaya hüyük bölgesi,Field,0
11034,,Aksaray,Koçaş TİGEM,Farm,0
11035,,Aksaray,Ağaçlı Restaurant,Restaurant,0
11036,,Aksaray,Kasapoğulları Tarım Ve Hayvancılık Besi Çiftliği,Business Center,0
11037,,Aksaray,Üçler Süt,Factory,0
11038,,Aksaray,Saray Et Entegre Tesisi,Factory,0
11039,,Aksaray,Çift Kartal Office,Tech Startup,0
11040,,Aksaray,Şelale Et Mangal,Steakhouse,0
11041,,Aksaray,Topakkaya Meydan,Plaza,0
11042,,Aksaray,Akça Tesisleri,Rest Area,0
11043,,Aksaray,Gazikent Dinlenme Tesisleri,Turkish Restaurant,0
11044,,Aksaray,Gülüm Pişmaniye,Dessert Shop,0
11045,,Aksaray,Osmanlı Ekmek Fab.,Bakery,0
11046,,Aksaray,Pınarbaşı Dinlenme tesisleri,Recreation Center,0
11047,,Aksaray,Güvenal Gaz,Gas Station,0
11048,,Aksaray,TOPAKKAYA ARENA,General Entertainment,0
11049,,Aksaray,Gözde Cafe,Pool Hall,0
11050,,Aksaray,E 90 Sapmaz Camşi,Non-Profit,0
11051,,Aksaray,Altınkaynak Petrol 1,Gas Station,0
11052,,Aksaray,Aslan Gida Fab.,Factory,0
11053,,Aksaray,hazarcan et ve et ürünleri,Factory,0
11054,,Aksaray,topaktas insaat santiyesi,Coworking Space,0
11055,,Aksaray,Cift kartal  atölye,Factory,0
11056,,Aksaray,68 KL 975,General Travel,0
11057,,Aksaray,YILDIRIM BESİ ÇİFTLİĞİ,Building,0
11058,,Aksaray,Koçaşlar Entegre Et Tesisleri,Factory,0
11059,,Aksaray,Aratol Park,Nightclub,0
11060,,Aksaray,chp eskil ilçe başkanlığı,Building,0
11061,,Aksaray,Aga'nın Çiftliği,Non-Profit,0
11062,,Aksaray,Buğdaycılar Winsa - kapıBU,Factory,0
11063,,Aksaray,hazarcan et ve et ürünleri,Factory,0
11064,,Aksaray,çift kartal,Factory,0
11065,,Aksaray,Topakkaya Atıksu Arıtma Tesisi,Factory,0
11066,,Aksaray,Numanoğlu Altyapı İnş Mamasın Sulaması Şantiyesi,Coworking Space,0
11067,,Aksaray,Kasap Ahmet Çiftliği,Animal Shelter,0
11068,,Aksaray,Ayçiçek Tarlası,Garden,0
11069,,Aksaray,Özkan,Residential Building (Apartment / Condo),0
11070,,Aksaray,Topakkaya Bölge Trafik Şube Müdürlüğü,Police Station,0
11071,,Aksaray,Niğde Eskişehir Yolu,Bus Line,0
11072,,Alcalá De Henares,Ayuntamiento de Alcalá de Henares,City Hall,0
11073,,Alcalá De Henares,El Reloj,Bar,0
11074,,Alcalá De Henares,Plaza Cervantes,Plaza,0
11075,,Alcalá De Henares,Mercado Cervantino,Historic Site,0
11076,,Alcalá De Henares,Pizzeria Bella Napoli,Pizza Place,0
11077,,Alcalá De Henares,Mercado Abastos Alcala Henares,Farmers Market,0
11078,,Alcalá De Henares,Centro de Interpretación Los Universos de Cervantes,Museum,0
11079,,Alcalá De Henares,Torre de Santa María,Historic Site,0
11080,,Alcalá De Henares,Ciudad de Alcala Hotel Alcala de Henares,Hotel,0
11081,,Alcalá De Henares,la rollerie,Coffee Shop,0
11082,,Alcalá De Henares,Taberna 7,Bar,0
11083,,Alcalá De Henares,Rayuela,Mediterranean Restaurant,0
11084,,Alcalá De Henares,Ramen San,Ramen Restaurant,0
11085,,Alcalá De Henares,McDonald's,Fast Food Restaurant,0
11086,,Alcalá De Henares,Colegio de Málaga. Fac. Filosofía y Letras,College History Building,0
11087,,Alcalá De Henares,Convento De La Concepción Franciscana De Santa Úrsula,Shrine,0
11088,,Alcalá De Henares,Pasteleria Salinas,Cupcake Shop,0
11089,,Alcalá De Henares,La Española,Tapas Restaurant,0
11090,,Alcalá De Henares,La Fromagerie,Swiss Restaurant,0
11091,,Alcalá De Henares,Librería Diógenes,Bookstore,0
11092,,Alcalá De Henares,Monumento De Cervantes,Monument / Landmark,0
11093,,Alcalá De Henares,El Ambigú,Mediterranean Restaurant,0
11094,,Alcalá De Henares,Escuela Técnica Superior de Arquitectura y Geodesia - UAH,University,0
11095,,Alcalá De Henares,La Oveja Negra,Bar,0
11096,,Alcalá De Henares,Fomento Profesional,Student Center,0
11097,,Alcalá De Henares,CIFF,Student Center,0
11098,,Alcalá De Henares,Noah Vinoteca Restaurante Gin-Club,Restaurant,0
11099,,Alcalá De Henares,Parking El Mercado,Gas Station,0
11100,,Alcalá De Henares,Capilla Universitaria de San Ildefonso,Church,0
11101,,Alcalá De Henares,Cafetería Body,Café,0
11102,,Alcalá De Henares,Miss Sushi,Restaurant,0
11103,,Alcalá De Henares,Plaza del Mercado,Plaza,0
11104,,Alcalá De Henares,Hotel Husa El Bedel,Hotel,0
11105,,Alcalá De Henares,Las Cuadras De Rocinante,Spanish Restaurant,0
11106,,Alcalá De Henares,La Terraza del Mercado,Beer Garden,0
11107,,Alcalá De Henares,Hanoi House,Nightclub,0
11108,,Alcalá De Henares,Oficina de Turismo Alcalá de Henares,Office,0
11109,,Alcalá De Henares,Taberna Elena,Wine Bar,0
11110,,Alcalá De Henares,Restaurante El Casino,Restaurant,0
11111,,Alicante,Parque Monte El Tossal,Park,0
11112,,Alicante,Cervecería Monte Tossal,Tapas Restaurant,0
11113,,Alicante,Castillo San Fernando,Other Great Outdoors,0
11114,,Alicante,Skate Park Parque El Tossal,Skate Park,0
11115,,Alicante,Skate Park,Park,0
11116,,Alicante,CdT Alicante,Student Center,0
11117,,Alicante,Monte Tossal Ronda Sur,Park,0
11118,,Alicante,Paco Martinez,Accessories Store,0
11119,,Alicante,Pista Skate. Jijona,Theme Park,0
11120,,Alicante,Polideportivo Monte Tossal,Soccer Field,0
11121,,Alicante,Iglesia De Cristo IEE,Church,0
11122,,Alicante,Clínica Podológica Rojas,Medical Center,0
11123,,Alicante,El Impulso Heroico y la Dimensión Insondable,Bar,0
11124,,Alicante,Versatil,Cosmetics Shop,0
11125,,Alicante,El Bodegon De Riqui,Diner,0
11126,,Alicante,Escuela Infantil La Mar Salada,Miscellaneous Shop,0
11127,,Alicante,Avenida alcoy,Residential Building (Apartment / Condo),0
11128,,Alicante,conservatorio professionnal de musica de alicante,Music School,0
11129,,Alicante,Peña Barcelonista Alacant Culé,Non-Profit,0
11130,,Alicante,ADDA - Auditorio Provincial de Alicante,Performing Arts Venue,0
11131,,Alicante,Segurfincas,Office,0
11132,,Alicante,Conservatorio Superior de Música Oscar Esplá,Music Venue,0
11133,,Alicante,Hoguera Santa Isabel,General Entertainment,0
11134,,Alicante,El Chuzo,Bar,0
11135,,Alicante,Cerveceria Templarios,Restaurant,0
11136,,Alicante,Plaza de Les Oliveretes,Outdoors & Recreation,0
11137,,Alicante,Dragon escamado,Breakfast Spot,0
11138,,Alicante,CEIP Campoamor,Elementary School,0
11139,,Alicante,Cafeteria Chocolat,Breakfast Spot,0
11140,,Alicante,Parroquia San Antonio Franciscanos,Church,0
11141,,Alicante,Centro Vacunacion Internacional,General Travel,0
11142,,Alicante,Tatiana Y Oscar,Vacation Rental,0
11143,,Alicante,Netfiber,Coworking Space,0
11144,,Alicante,Pabellón Pitiu Rochel,Basketball Stadium,0
11145,,Alicante,Pizzeria España Doner Kebab,Eastern European Restaurant,0
11146,,Alicante,Cabaña Grill,BBQ Joint,0
11147,,Almería,Plaza de San Sebastián,Plaza,0
11148,,Almería,Tous Jewelry (TOUS ALMERIA),Jewelry Store,0
11149,,Almería,Puerta Purchena,Plaza,0
11150,,Almería,Bodega Aranda,Deli / Bodega,0
11151,,Almería,Iglesia De San Sebastian,Historic Site,0
11152,,Almería,Edificio de las Mariposas,Building,0
11153,,Almería,Pull & Bear,Clothing Store,0
11154,,Almería,La Dulce Alianza,Cupcake Shop,0
11155,,Almería,CASA,Furniture / Home Store,0
11156,,Almería,Café bar Barea,Café,0
11157,,Almería,Discolibro,Record Shop,0
11158,,Almería,Diputación,Building,0
11159,,Almería,Rio Preto radio,Record Shop,0
11160,,Almería,Bonillo,Spanish Restaurant,0
11161,,Almería,Habibi,Coffee Shop,0
11162,,Almería,Classijazz,Jazz Club,0
11163,,Almería,Ático Ho,Cocktail Bar,0
11164,,Almería,Lamarca Lounge,Snack Place,0
11165,,Almería,Cafeteria Plaza Central,Cafeteria,0
11166,,Almería,Cafeteria Coimbra,Café,0
11167,,Almería,movilsmile.com,Electronics Store,0
11168,,Almería,La Cocina de Piero,Italian Restaurant,0
11169,,Almería,AFA Admin. de Fincas Almería,Office,0
11170,,Almería,La Plaza de Día,Supermarket,0
11171,,Almería,Escuela Municipal de Música de Almería,Music Venue,0
11172,,Almería,Fundación Cajamar-Las Mariposas,Event Space,0
11173,,Almería,Cafe Purchena,Café,0
11174,,Almería,Kiosco barea,Coffee Shop,0
11175,,Almería,Stylo Café,Snack Place,0
11176,,Almería,El Alcazar,Spanish Restaurant,0
11177,,Almería,Centro Veterinario Pta. Purchena,Veterinarian,0
11178,,Almería,J Gonzalez,Boutique,0
11179,,Almería,La Droguería,Diner,0
11180,,Almería,Asoc. Teteria Andalucia dos Orillas,Breakfast Spot,0
11181,,Almería,Puticlub Candela,Strip Club,0
11182,,Almería,Bico de Xeado,Ice Cream Shop,0
11183,,Almería,Lila's Café,Coffee Shop,0
11184,,Almería,Coimbra,Diner,0
11185,,Almería,Pescaderia Vicente y Marian,Fish Market,0
11186,,Antakya,Simge Çelik Ltd. Şti.,Factory,0
11187,,Antakya,Bahçelievler Sitesi,Housing Development,0
11188,,Antakya,Cadde Park Cafe & Lounge,Café,0
11189,,Antakya,Hayalperest Cafe & Kahvaltı Bahçesi,Hookah Bar,0
11190,,Antakya,Dikmece,Mountain,0
11191,,Antakya,defne sağlık koleji,Medical School,0
11192,,Antakya,yeşil ışık,General Travel,0
11193,,Antakya,Mozaik Koleji,School,0
11194,,Antakya,Çınarsan Orman Ürünleri,Factory,0
11195,,Antakya,Tarçın Pati Auto,Auto Dealership,0
11196,,Antakya,Antakya Mkü Yolu,General Travel,0
11197,,Antakya,Hatay Karayollari,Capitol Building,0
11198,,Antakya,Uğur Dal Sağlık Koleji,High School,0
11199,,Antakya,M. Can Kızıltepe Tarım Ürünleri,Office,0
11200,,Antakya,Korkmaz Apartman,Residential Building (Apartment / Condo),0
11201,,Antakya,Birlik Gıda Ltd. Şti.,Factory,0
11202,,Antakya,A'S Oto Kiralama,Business Center,0
11203,,Antakya,simge market Ltd Sti Merkez Ofis,Tech Startup,0
11204,,Antakya,İlsa Dış Ticaret Ltd. Şti.,Coworking Space,0
11205,,Antakya,Kuyucak Mahallesi,Island,0
11206,,Antakya,Antakya Ford Ovalı,Auto Garage,0
11207,,Antakya,Olğar Boya Atölyesi,Industrial Estate,0
11208,,Antakya,Sıkar Ticaret,Factory,0
11209,,Antakya,Sedef-San Narenciye Paketleme,Factory,0
11210,,Antakya,Sadık Efendi Öğrenci Yurdu 219,College Residence Hall,0
11211,,Antakya,Alz Otomotiv,Auto Dealership,0
11212,,Antakya,Hacıbey İthalat İhracat Ve Tic. L.T.D.,Business Center,0
11213,,Antakya,Akyol Plastik Sandık Fabrikası,Factory,0
11214,,Antakya,Şehrazat Tarım Ltd Şti,Storage Facility,0
11215,,Antakya,AVM,Shopping Mall,0
11216,,Antakya,Sadık Efendi Öğrenci Yurdu,Office,0
11217,,Antakya,Kadir Baba madencilik,Office,0
11218,,Antakya,ilsa Dis tic.ltd.sti,Building,0
11219,,Antakya,Bahçelievler Antakya,Assisted Living,0
11220,,Antakya,bahçeli evler,Residential Building (Apartment / Condo),0
11221,,Antakya,Heykel Dünyası,Art Gallery,0
11222,,Antakya,Simya Kırtasiye,Bookstore,0
11223,,Antakya,Aymer Elektrik,Electronics Store,0
11224,,Antakya,kasapçl ğemmek cumğa,Steakhouse,0
11225,,Antakya,Narin Agro - Antakya,Factory,0
11226,,Antalya,Autoexper Antalya,Auto Dealership,0
11227,,Antalya,Çarşamba Pazarı,Farmers Market,0
11228,,Antalya,Sigorta Kapali Pazar Pazari,Department Store,0
11229,,Antalya,AUTOEXSPER OTO EKSPERTİZ,Auto Workshop,0
11230,,Antalya,Akdeniz Üniversitesi,University,0
11231,,Antalya,Özcan Oto Yıkama,Island,0
11232,,Antalya,Bauhaus,Ice Cream Shop,0
11233,,Antalya,Luna Garden,Coffee Shop,0
11234,,Antalya,cumhuriyet mahallesi muhtarlığı,Coworking Space,0
11235,,Antalya,Dokuma,Other Great Outdoors,0
11236,,Antalya,CarrefourSA Süper,Supermarket,0
11237,,Antalya,Antalya Pazarcılar Odası,Building,0
11238,,Antalya,Işıldar Restaurant,Turkish Restaurant,0
11239,,Antalya,Gümüş Restaurant,Restaurant,0
11240,,Antalya,Sevgilinize.com,Bookstore,0
11241,,Antalya,Yabancı Diller Yüksekokulu,Community College,0
11242,,Antalya,Haci Karakasli Cami,Mosque,0
11243,,Antalya,Robert’s Cafe Bistro & Restaurant,Coffee Shop,0
11244,,Antalya,Hms Enerji̇ Elektri̇k,Business Center,0
11245,,Antalya,antalya dünya göz hastanesi Kepez,Eye Doctor,0
11246,,Antalya,Pazar Pazarı,Market,0
11247,,Antalya,ışıldar boru ltd şti,Factory,0
11248,,Antalya,kardesler cafe,Cafeteria,0
11249,,Antalya,Dnz Oto Yıkama Ve Kuaför,Car Wash,0
11250,,Antalya,carşamba pazari donerci,Doner Restaurant,0
11251,,Antalya,İkram Pide Fırın,Bakery,0
11252,,Antalya,Elmas Reklam Matbaa,Business Center,0
11253,,Antalya,HMZ HIRDAVAT 🛠,Hardware Store,0
11254,,Antalya,Antalya Orman Bölge Müdürlüğü Spor Tesisleri,Soccer Field,0
11255,,Antalya,Orman Spor Tesisleri,Soccer Field,0
11256,,Antalya,Hacî Mustafa Karakaşlı Camii,Housing Development,0
11257,,Antalya,Muratpasa Belediyesi Asevi,Restaurant,0
11258,,Antalya,Antalya Semt Pazarcılar Odası,Market,0
11259,,Antalya,Açık Otomotiv,Automotive Shop,0
11260,,Antalya,MAksis Bilgi Teknolojileri,Business Center,0
11261,,Antalya,Zersan Asansör,Business Center,0
11262,,Antalya,Garanti ATM,ATM,0
11263,,Antalya,Antalya Migros AVM,Shopping Mall,0
11264,,Antalya,pegasus evleri,Residential Building (Apartment / Condo),0
11265,,Antalya,Mirage,Arcade,0
11266,,Apeldoorn,Begraafplaats Heidehof,Cemetery,0
11267,,Apeldoorn,Crematorium Heidehof,Cemetery,0
11268,,Apeldoorn,'t Pannekoekhuis,Restaurant,0
11269,,Apeldoorn,"Scoutingvereniging ""De Ugchelse Woudlopers""",Campground,0
11270,,Apeldoorn,Ugchelen,Resort,0
11271,,Apeldoorn,Shell Express,Gas Station,0
11272,,Apeldoorn,Albert Heijn,Supermarket,0
11273,,Apeldoorn,Basisschool De Steenbeek,Elementary School,0
11274,,Apeldoorn,Peuterspeelzaal Stap voor stap,Preschool,0
11275,,Apeldoorn,Het Houthuus,Furniture / Home Store,0
11276,,Apeldoorn,Ugchels Vishuis,Fish Market,0
11277,,Apeldoorn,Speelveld Wijenburg,Field,0
11278,,Apeldoorn,Traiteur De Cantharel,Organic Grocery,0
11279,,Apeldoorn,Huisartsenpraktijk Oosting - Flenter,Doctor's Office,0
11280,,Apeldoorn,Ab Mulder Mobiliteit,Auto Garage,0
11281,,Apeldoorn,Gymzaal Angerenstein,Gym,0
11282,,Apeldoorn,Verzorgingsplaats Bruggelen,Rest Area,0
11283,,Apeldoorn,Emoe's Place,Farm,0
11284,,Apeldoorn,Ah Milieupark Ugchelen,Waste Facility,0
11285,,Apeldoorn,Touwladder,School,0
11286,,Apeldoorn,VV Albatross,Soccer Field,0
11287,,Apeldoorn,Freddy's Bar,Bar,0
11288,,Apeldoorn,Gemeentecentrum De Duiker,Convention Center,0
11289,,Apeldoorn,De Hamermolen,Meeting Room,0
11290,,Apeldoorn,Hoog Buurloseweg,Building,0
11291,,Arad,"Universitatea ""Aurel Vlaicu""",University,0
11292,,Arad,Parcul Mihai Eminescu,Park,0
11293,,Arad,Direcţia Generalã a Finanţelor Publice Arad,Government Building,0
11294,,Arad,Primaria Arad,City Hall,0
11295,,Arad,Platou Primărie Arad,Plaza,0
11296,,Arad,Filarmonica Arad,Concert Hall,0
11297,,Arad,Palatul Cenad,Historic Site,0
11298,,Arad,McDonald's,Fast Food Restaurant,0
11299,,Arad,Muzeul Arad,History Museum,0
11300,,Arad,"Colegiul Național ""Elena Ghiba Birta""",High School,0
11301,,Arad,Primăria Municipiului Arad,City Hall,0
11302,,Arad,Ag. Naţională De Administrare Fiscala,Building,0
11303,,Arad,Instituţia Prefectului Judeţului Arad,Government Building,0
11304,,Arad,Rectorat - Universitatea Aurel Vlaicu,College Administrative Building,0
11305,,Arad,Continental Forum,Hotel,0
11306,,Arad,Palatul Copiilor,Arts & Entertainment,0
11307,,Arad,Flex - Strandul Neptun,Beer Garden,0
11308,,Arad,Festivalul Vinului,Winery,0
11309,,Arad,Boeme,Lounge,0
11310,,Arad,Motivi Atrium,Women's Store,0
11311,,Arad,Muzeu Arad,Science Museum,0
11312,,Arad,Banca Transilvania,Bank,0
11313,,Arad,Restaurant Mondo,Restaurant,0
11314,,Arad,Best Western Hotel Central,Hotel,0
11315,,Arad,Foto Studio Enigma,Photography Lab,0
11316,,Arad,Vegetaria,Vegetarian / Vegan Restaurant,0
11317,,Arad,City Square,Clothing Store,0
11318,,Arad,Grand Bulevard,Nightclub,0
11319,,Arad,Belvedere,Café,0
11320,,Arad,Vegateria,Vegetarian / Vegan Restaurant,0
11321,,Arad,ANEVAR Arad,Coworking Space,0
11322,,Arad,Patiseria SPECIAL,Bakery,0
11323,,Arad,Apetit Bistro,Bistro,0
11324,,Arad,Il padrino,Italian Restaurant,0
11325,,Arad,Restaurant Panoramic - Continental Forum,Restaurant,0
11326,,Arad,Dai banu treci podu,Bridge,0
11327,,Arkhangelsk,Почта России 163046,Post Office,0
11328,,Arkhangelsk,cofee like,Breakfast Spot,0
11329,,Arkhangelsk,"Мтс в ТРЦ ""Титан Арена""",Mobile Phone Shop,0
11330,,Arkhangelsk,Детский сад № 119 «Поморочка»,Nursery School,0
11331,,Arkhangelsk,Суши Шоп,Sushi Restaurant,0
11332,,Arkhangelsk,Coffee Like,Coffee Shop,0
11333,,Arkhangelsk,pizza&bar,Pizza Place,0
11334,,Arkhangelsk,reebok,Miscellaneous Shop,0
11335,,Arkhangelsk,ТРЦ «Титан-Арена»,Shopping Mall,0
11336,,Arkhangelsk,Spar,Grocery Store,0
11337,,Arkhangelsk,Мираж Синема,Multiplex,0
11338,,Arkhangelsk,Фудкорт,Food Court,0
11339,,Arkhangelsk,Coffee Like,Coffee Shop,0
11340,,Arkhangelsk,Соль&Перец,Restaurant,0
11341,,Arkhangelsk,Star foods,Burger Joint,0
11342,,Arkhangelsk,Шантэль,Salon / Barbershop,0
11343,,Arkhangelsk,трдельник,Bakery,0
11344,,Arkhangelsk,связной store,Mobile Phone Shop,0
11345,,Arkhangelsk,Магазин 220 Вольт,Hardware Store,0
11346,,Arkhangelsk,Мартиника,Candy Store,0
11347,,Arkhangelsk,Множество,Souvenir Shop,0
11348,,Arkhangelsk,Детский мир,Big Box Store,0
11349,,Arkhangelsk,Каток,Skating Rink,0
11350,,Arkhangelsk,McDonald's,Fast Food Restaurant,0
11351,,Arkhangelsk,Богатырь,Miscellaneous Shop,0
11352,,Arkhangelsk,Kfc,Fast Food Restaurant,0
11353,,Arkhangelsk,H&M,Clothing Store,0
11354,,Arkhangelsk,Спортмастер,Sporting Goods Shop,0
11355,,Arkhangelsk,Кензо,Asian Restaurant,0
11356,,Arkhangelsk,Iris,Coffee Shop,0
11357,,Arkhangelsk,Цветы Cash&Carry,Flower Shop,0
11358,,Arkhangelsk,Бургер кинг,American Restaurant,0
11359,,Arkhangelsk,Ювелир,Jewelry Store,0
11360,,Arkhangelsk,O'stin,Clothing Store,0
11361,,Arkhangelsk,"Детская парикмахерская ""Воображуля""",Health & Beauty Service,0
11362,,Arkhangelsk,quiksilver,Sporting Goods Shop,0
11363,,Arkhangelsk,Organic Market,Cosmetics Shop,0
11364,,Arkhangelsk,Савинская Писькадерня,Cave,0
11365,,Arkhangelsk,Золотая Нива,Bakery,0
11366,,Arkhangelsk,M.Видео,Electronics Store,0
11367,,Armavir,Armavir Train Station,Train Station,0
11368,,Armavir,Armavir Migration Resource Center,Non-Profit,0
11369,,Armavir,Nor Ani,Diner,0
11370,,Armavir,Արմավիրի Մարզպետարան,Government Building,0
11371,,Armavir,Armavir Cinema | Արմավիր կինոթատրոն,Movie Theater,0
11372,,Armavir,Bacat  Caffe,Café,0
11373,,Armavir,Mer Tun Restaurant,Caucasian Restaurant,0
11374,,Armavir,Beeline Armavir,Mobile Phone Shop,0
11375,,Armavir,Beeline Armavir 2,Mobile Phone Shop,0
11376,,Armavir,Armavir Bus Station,Bus Stop,0
11377,,Armavir,Chol,Field,0
11378,,Armavir,ААЭС,Factory,0
11379,,Armavir,"Учебная военная часть, Армавир",Military Base,0
11380,,Armavir,Armavir Medical Centre,Hospital,0
11381,,Armavir,Erevan-Hoktemberyan,Bus Station,0
11382,,Armavir,Ponchik,Burger Joint,0
11383,,Armavir,Baqos Restaurant,Restaurant,0
11384,,Armavir,Iğdır   Havuz,Water Park,0
11385,,Armavir,Ayxr lij,Recreation Center,0
11386,,Armavir,ACBA-Credit Agricole Bank,Bank,0
11387,,Armavir,Arevik,Vineyard,0
11388,,Armavir,Baghramyan Poligon,Military Base,0
11389,,Armavir,Hoktemberyan Church,Church,0
11390,,Armavir,Anoppila - Armavir,Residential Building (Apartment / Condo),0
11391,,Armavir,Sardarapat Memorial,History Museum,0
11392,,Armavir,Ani,Salon / Barbershop,0
11393,,Armavir,tuzluca gaziler karayolu,Plaza,0
11394,,Armavir,Beeline Myasnikyan,Mobile Phone Shop,0
11395,,Armavir,Armavir Development Center,Event Space,0
11396,,Astrakhan,Астраханский кремль,History Museum,0
11397,,Astrakhan,Успенский Кафедральный Собор,Church,0
11398,,Astrakhan,Музей Культуры Астрахани,History Museum,0
11399,,Astrakhan,Октябрьская площадь,Plaza,0
11400,,Astrakhan,Колокольня Астраханского Кремля,Historic Site,0
11401,,Astrakhan,Татарское Подворье,Monument / Landmark,0
11402,,Astrakhan,Вобла,Fish Market,0
11403,,Astrakhan,М.Видео,Electronics Store,0
11404,,Astrakhan,Вечный огонь,Historic Site,0
11405,,Astrakhan,Subway,Sandwich Place,0
11406,,Astrakhan,ТЦ Премиум Холл,Shopping Mall,0
11407,,Astrakhan,Министерство Образования и Науки,Government Building,0
11408,,Astrakhan,Subway ТРЦ Премиум-холл,Burger Joint,0
11409,,Astrakhan,Артиллерийский Двор,Building,0
11410,,Astrakhan,Биржа труда,Recruiting Agency,0
11411,,Astrakhan,Астраханский Сувенир,Gift Shop,0
11412,,Astrakhan,Pensa Pizza,Pizza Place,0
11413,,Astrakhan,Мозаика,Coffee Shop,0
11414,,Astrakhan,Букет бутик,Flower Shop,0
