,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
22090,,Sarajevo,Intesa Sanpaolo Banka,Bank,0
22091,,Sarajevo,Montana's HQ,Office,0
22092,,Sarajevo,Herbal Spa,Spa,0
22093,,Sarajevo,Fantasia,Fast Food Restaurant,0
22094,,Sarajevo,iCaffe,Café,0
22095,,Sarajevo,EP Socijalno,Gas Station,0
22096,,Sarajevo,Autopraonica X Drive,Car Wash,0
22097,,Sarajevo,Si Caffe,Sports Bar,0
22098,,Sarajevo,Gostiona Baileys (Kod Mirse),Restaurant,0
22099,,Sarajevo,PIO,Government Building,0
22100,,Sarajevo,Hitna restaurant,Breakfast Spot,0
22101,,Sarajevo,Autocentar BH,Automotive Shop,0
22102,,Sarajevo,Funky,Bar,0
22103,,Sarajevo,Sunlight lounge solarijum,Tanning Salon,0
22104,,Saransk,Площадь 1000-летия единения Мордовского народа с народами Российского государства,Plaza,0
22105,,Saransk,Салон Красоты Кристина,Salon / Barbershop,0
22106,,Saransk,Фуд-Корт/Food Court (4 Этаж),Bistro,0
22107,,Saransk,Платина центр косметологии,Spa,0
22108,,Saransk,мята lounge,Lounge,0
22109,,Saransk,Главный корпус НИ МГУ им. Н. П. Огарева,College Administrative Building,0
22110,,Saransk,ТРЦ «Огарёв Plaza»,Shopping Mall,0
22111,,Saransk,Росгосстрах,Building,0
22112,,Saransk,Министерство Юстиции,Government Building,0
22113,,Saransk,МГУ им.Н.П.Огарева,College Administrative Building,0
22114,,Saransk,Pion,Cosmetics Shop,0
22115,,Saransk,Bakerkebab,Shawarma Place,0
22116,,Saransk,Accessorize,Miscellaneous Shop,0
22117,,Saransk,Floyd,Music Store,0
22118,,Saransk,Библиотека им. А. С. Пушкина,Library,0
22119,,Saransk,Рука грека,Bistro,0
22120,,Saransk,СОГАЗ МЕД,Building,0
22121,,Saransk,Diva,Miscellaneous Shop,0
22122,,Saransk,M.Видео,Electronics Store,0
22123,,Saransk,Carrara,Italian Restaurant,0
22124,,Saransk,Hookah Place,Hookah Bar,0
22125,,Saransk,Баскин Роббинс - летнее кафе,Ice Cream Shop,0
22126,,Saransk,Прокат сегвеев,General Entertainment,0
22127,,Saransk,DNS,Electronics Store,0
22128,,Saransk,AppSQUIRE,Shopping Mall,0
22129,,Saransk,Башня МГУ,University,0
22130,,Saransk,"Пиццерия ""Милано""",Pizza Place,0
22131,,Saransk,Барбершоп Барабас,Salon / Barbershop,0
22132,,Saransk,BurgerBoom,Halal Restaurant,0
22133,,Saransk,Crazy donuts,Donut Shop,0
22134,,Saransk,Каток,Plaza,0
22135,,Saransk,United colors of Benetton,Boutique,0
22136,,Saransk,Л'Этуаль,Cosmetics Shop,0
22137,,Saransk,гулливер,Toy / Game Store,0
22138,,Saransk,Pantiamo,Market,0
22139,,Saransk,Elis,Women's Store,0
22140,,Saransk,Б/К Фортуна,Bar,0
22141,,Saransk,Smoke hookah,Lounge,0
22142,,Saransk,BIG PIG,BBQ Joint,0
22143,,Saransk,Большевистская 60,Office,0
22144,,Saratov,Памятник Н.Г. Чернышевскому,Monument / Landmark,0
22145,,Saratov,Консерватория им. Л.В. Собинова,Concert Hall,0
22146,,Saratov,Гостиница Лира,Bed & Breakfast,0
22147,,Saratov,"Фонтан ""Мелодия""",Fountain,0
22148,,Saratov,Храм иконы Божией Матери «Утоли моя печали»,Church,0
22149,,Saratov,Баскин Роббинс,Ice Cream Shop,0
22150,,Saratov,Липки,Park,0
22151,,Saratov,Пешеходная Волжская,Pedestrian Plaza,0
22152,,Saratov,площадь Чернышевского,Plaza,0
22153,,Saratov,Восточный Экспресс,Turkish Restaurant,0
22154,,Saratov,Лира,Restaurant,0
22155,,Saratov,Саратовская панорама,Monument / Landmark,0
22156,,Saratov,Кофе и шоколад,Coffee Shop,0
22157,,Saratov,Corto Coffee,Coffee Shop,0
22158,,Saratov,Шаурма На Радищева,Snack Place,0
22159,,Saratov,Saratov City,Building,0
22160,,Saratov,БИС,Gym / Fitness Center,0
22161,,Saratov,Яблонька,Dessert Shop,0
22162,,Saratov,Площадь им. П. А. Столыпина,Plaza,0
22163,,Saratov,Каток Динамо,Skating Rink,0
22164,,Saratov,Пивной завод Brewery,Bar,0
22165,,Saratov,Деканат ФМиА СГАУ УК 1.,University,0
22166,,Saratov,budu блин,Bistro,0
22167,,Saratov,Магазин Спорттовары,Sporting Goods Shop,0
22168,,Saratov,Книжная лавка,Bookstore,0
22169,,Saratov,Сбербанк,Bank,0
22170,,Saratov,Джентельмены удачи,Eastern European Restaurant,0
22171,,Saratov,Буратино,Eastern European Restaurant,0
22172,,Saratov,Шаурма Кишка,Hot Dog Joint,0
22173,,Saratov,Жигули,Bar,0
22174,,Saratov,студ совет ФЭМ,Student Center,0
22175,,Saratov,Аленка,Candy Store,0
22176,,Saratov,Конечка 52,Bus Station,0
22177,,Saratov,Бонум,Pharmacy,0
22178,,Saratov,буфет Консерватории им. Л.В. Собинова,Cafeteria,0
22179,,Saratov,Coupe (Франция),Coffee Shop,0
22180,,Saratov,Агрономический Деканат СГАУ,University,0
22181,,Saratov,День И Ночь,Hostel,0
22182,,Saratov,Subway,Sandwich Place,0
22183,,Saratov,Рене,Cocktail Bar,0
22184,,Sefton,Sefton Parish Church,Church,0
22185,,Sefton,Punch Bowl,Pub,0
22186,,Sefton,Ego At The Punchbowl,Restaurant,0
22187,,Sefton,Pinfold Cottage Country Park,Field,0
22188,,Sefton,The Punchbowl,Pub,0
22189,,Sefton,Premier Inn Liverpool North,Hotel,0
22190,,Sefton,300 Bus,Bus Line,0
22191,,Sefton,Jubilee Woods,Other Great Outdoors,0
22192,,Sefton,Four seasons,Furniture / Home Store,0
22193,,Sefton,Glitz N Glamour Bags And Jewellery,Accessories Store,0
22194,,Sefton,Sefton Drive WTW,Building,0
22195,,Sefton,Optoplast MFG Ltd (Yakira),Distribution Center,0
22196,,Sefton,Thornton Family Health Centre,Medical Center,0
22197,,Sefton,William Hill,Betting Shop,0
22198,,Sefton,Learn Our Way Driving School,Automotive Shop,0
22199,,Sefton,Cheshire Lines,Gym / Fitness Center,0
22200,,Sefton,Ian Charles Barber,Salon / Barbershop,0
22201,,Sefton,Zest Design,Office,0
22202,,Sefton,Lymington Tearooms,Tea Room,0
22203,,Sefton,Silver Star Restaurant,Chinese Restaurant,0
22204,,Sefton,Pizza Plus,Pizza Place,0
22205,,Sefton,Petchey & Associates Vetinary Surgery,Veterinarian,0
22206,,Sefton,KGV playground,Playground,0
22207,,Sefton,Maghull Radio,Radio Station,0
22208,,Sefton,HSBC UK,Bank,0
22209,,Sefton,Cheshire Lines Function Suite,Event Space,0
22210,,Sevastopol,Покровский собор,Church,0
22211,,Sevastopol,Салон связи «МТС Украина»,Mobile Phone Shop,0
22212,,Sevastopol,"офис ""Севмобайл""",Mobile Phone Shop,0
22213,,Sevastopol,Почта России 299011,Post Office,0
22214,,Sevastopol,Торгово-промышленная Палата,Event Space,0
22215,,Sevastopol,Yves Rocher,Cosmetics Shop,0
22216,,Sevastopol,ТЦ Диалог,Shopping Mall,0
22217,,Sevastopol,Арт-кафе Снежинка,Café,0
22218,,Sevastopol,Indicator,Electronics Store,0
22219,,Sevastopol,Compass Coffee,Coffee Shop,0
22220,,Sevastopol,Край Инвест Банк,Bank,0
22221,,Sevastopol,Оранжерея,Café,0
22222,,Sevastopol,SoftServe,Office,0
22223,,Sevastopol,РНКБ на Большой Морской,Bank,0
22224,,Sevastopol,Hugo Boss,Men's Store,0
22225,,Sevastopol,Школа 39,Middle School,0
22226,,Sevastopol,Почтовый салон Издатцентр «Марка»,Hobby Shop,0
22227,,Sevastopol,Укрпошта 99011,Post Office,0
22228,,Sevastopol,Sunny Hostel,Hostel,0
22229,,Sevastopol,Российский национальный коммерческий банк,Bank,0
22230,,Sevastopol,большая морская 38,Residential Building (Apartment / Condo),0
22231,,Sevastopol,"Большая Морская, д. 33",Residential Building (Apartment / Condo),0
22232,,Sevastopol,Галерея Саквояж,Tailor Shop,0
22233,,Sevastopol,Медицинская Библиотека,Library,0
22234,,Sevastopol,Офис партии УДАР Виталия Кличка,Non-Profit,0
22235,,Sevastopol,Школа #39,School,0
22236,,Sevastopol,"Магазин ткани ""Пуговка""",Arts & Crafts Store,0
22237,,Sevastopol,Пошта,Post Office,0
22238,,Sevastopol,Люксоптика,Optical Shop,0
22239,,Sevastopol,Генбанк,Bank,0
22240,,Sevastopol,Почтовое отделение #11,Post Office,0
22241,,Sevastopol,Институт проектирования и строительства,Office,0
22242,,Sevastopol,Хлебный магазин,Gourmet Shop,0
22243,,Sevastopol,Технолавка,Photography Lab,0
22244,,Sevastopol,Водяной дракон,Asian Restaurant,0
22245,,Sevastopol,STONE STORE,Clothing Store,0
22246,,Sevastopol,Банк «Фінансова ініціатива»,Convention Center,0
22247,,Sevastopol,Samurai,Sushi Restaurant,0
22248,,Sevastopol,Люксоптика,Miscellaneous Shop,0
22249,,Sevastopol,КрайИнвестБанк,Bank,0
22250,,Severodvinsk,Площадь Победы,Plaza,0
22251,,Severodvinsk,Дом Корабела,Concert Hall,0
22252,,Severodvinsk,Бассейн ДК Корабелов,Gym Pool,0
22253,,Severodvinsk,Мясо,BBQ Joint,0
22254,,Severodvinsk,"просп. Ленина, 13",Residential Building (Apartment / Condo),0
22255,,Severodvinsk,Салон Красоты Магия,Salon / Barbershop,0
22256,,Severodvinsk,Винлаб,Food & Drink Shop,0
22257,,Severodvinsk,Мировые судьи,Courthouse,0
22258,,Severodvinsk,Дом Корабела,Volleyball Court,0
22259,,Severodvinsk,Кулинарная ЛАВКА,Deli / Bodega,0
22260,,Severodvinsk,Почта России 164501,Post Office,0
22261,,Severodvinsk,Коктейль-бар «Дом вина»,Cocktail Bar,0
22262,,Severodvinsk,Партнер,Paper / Office Supplies Store,0
22263,,Severodvinsk,Сластория,Café,0
22264,,Severodvinsk,BarBecue,BBQ Joint,0
22265,,Severodvinsk,"Совет Депутатов МО ""Северодвинск""",Capitol Building,0
22266,,Severodvinsk,Казначейство,Government Building,0
22267,,Severodvinsk,Сбербанк,Bank,0
22268,,Severodvinsk,Рик-ком,Office,0
22269,,Severodvinsk,"просп. Ленина, 16/1",Residential Building (Apartment / Condo),0
22270,,Severodvinsk,суши wok,Sushi Restaurant,0
22271,,Severodvinsk,Турагенство Диана,Office,0
22272,,Severodvinsk,мэрия г. Северодвинска,Building,0
22273,,Severodvinsk,Стоматология Стома,Dentist's Office,0
22274,,Severodvinsk,"Остановка ""Радуга""",Bus Stop,0
22275,,Severodvinsk,у газа🐩🐾,Park,0
22276,,Severodvinsk,Ломоносово 100,Building,0
22277,,Severodvinsk,Спорттовары,Building,0
22278,,Severodvinsk,"ООО""НОВОДЕНТ""",Building,0
22279,,Severodvinsk,"Остановка ""Чайка""",Bus Stop,0
22280,,Severodvinsk,"Плюснина, 3",Residential Building (Apartment / Condo),0
22281,,Severodvinsk,Планета,Cultural Center,0
22282,,Severodvinsk,Хайям,Lounge,0
22283,,Severodvinsk,Хвалёна,Food & Drink Shop,0
22284,,Severodvinsk,"Памятник ""Ратному подвигу Северодвинцев""",Historic Site,0
22285,,Severodvinsk,Кактус,Argentinian Restaurant,0
22286,,Severodvinsk,ФЁСТ,Café,0
22287,,Severodvinsk,Happy End Bar,Bistro,0
22288,,Severodvinsk,ДИТР (Дом инженерно-технических работников),Event Space,0
22289,,Sevilla,Conserjeria De Administracion Local Y Relaciones Institucionales,Building,0
22290,,Sevilla,Plaza Nueva,Plaza,0
22291,,Sevilla,Monumento A San Fernando,Monument / Landmark,0
22292,,Sevilla,Plaza de San Francisco,Plaza,0
22293,,Sevilla,Ayuntamiento de Sevilla,City Hall,0
22294,,Sevilla,SEIS,Tapas Restaurant,0
22295,,Sevilla,yooglers,Frozen Yogurt Shop,0
22296,,Sevilla,Capilla de San Onofre,Church,0
22297,,Sevilla,Tienda Movistar,Mobile Phone Shop,0
22298,,Sevilla,Metrocentro T1 - Plaza Nueva,Tram Station,0
22299,,Sevilla,Premier Sherry Cocktail Bar,Cocktail Bar,0
22300,,Sevilla,Terraviva,Restaurant,0
22301,,Sevilla,Parking Albareda,Parking,0
22302,,Sevilla,Ibertasa,Office,0
22303,,Sevilla,Sierra de Sevilla,Spanish Restaurant,0
22304,,Sevilla,Pomodoro,Italian Restaurant,0
22305,,Sevilla,Restaurante Barbiana,Spanish Restaurant,0
22306,,Sevilla,Almansa,Restaurant,0
22307,,Sevilla,Hotel Inglaterra,Hotel,0
22308,,Sevilla,El Portón,Tapas Restaurant,0
22309,,Sevilla,La Taberna del Góngora,Tapas Restaurant,0
22310,,Sevilla,Barbiana,Spanish Restaurant,0
22311,,Sevilla,El Atún,Spanish Restaurant,0
22312,,Sevilla,La Barandilla,Spanish Restaurant,0
22313,,Sevilla,La Terraza - Inglaterra,Other Nightlife,0
22314,,Sevilla,Sibuya Urban Sushi,Sushi Restaurant,0
22315,,Sevilla,Häagen Dazs,Ice Cream Shop,0
22316,,Sevilla,Loewe,Leather Goods Store,0
22317,,Sevilla,El Picoteo,Mediterranean Restaurant,0
22318,,Sevilla,Trifon,Brewery,0
22319,,Sevilla,Boca A Boca,Tapas Restaurant,0
22320,,Sevilla,Durán Joyeros - Official Rolex Retailer,Jewelry Store,0
22321,,Sevilla,Café & Tapas,Tapas Restaurant,0
22322,,Sevilla,Quintas Energy,Office,0
22323,,Sevilla,Mango Con Sal,Café,0
22324,,Sevilla,Bodeguita El Picadero,Wine Bar,0
22325,,Sevilla,Notaria Lledó Seda,Government Building,0
22326,,Sevilla,Shaw,Jewelry Store,0
22327,,Shakhty,Администрация г. Шахты,City Hall,0
22328,,Shakhty,"Салон Красоты ""Эдэм""",Salon / Barbershop,0
22329,,Shakhty,Буффало,Restaurant,0
22330,,Shakhty,Сбербанк,Bank,0
22331,,Shakhty,Городская Шахтинская ДУМА,Capitol Building,0
22332,,Shakhty,ДГТУ (3 корпус),College Administrative Building,0
22333,,Shakhty,общество📚,College Classroom,0
22334,,Shakhty,ИВЦ,Office,0
22335,,Shakhty,"Салон Красоты ""ЛеГранд""",Salon / Barbershop,0
22336,,Shakhty,клиника эксперт (Клиника Эксперт Шахты),Medical Lab,0
22337,,Shakhty,ПГК,College Arts Building,0
22338,,Shakhty,Геникологическое отделение,Medical Center,0
22339,,Shakhty,Администрация города Шахты,City Hall,0
22340,,Shakhty,ЮТК,Office,0
22341,,Shakhty,Стоматология Дента Люкс,Building,0
22342,,Shakhty,Поликлиника #2,Hospital,0
22343,,Shakhty,Bro burger's,Fast Food Restaurant,0
22344,,Shakhty,Take Your Times,Hookah Bar,0
22345,,Shakhty,"Салон Красоты ""Эстетика""",Salon / Barbershop,0
22346,,Shakhty,Городской дом детского творчества,Public Art,0
22347,,Shakhty,Карла Маркса  75,Residential Building (Apartment / Condo),0
22348,,Shakhty,Оффис Билайн,Mobile Phone Shop,0
22349,,Shakhty,Эдем,Nail Salon,0
22350,,Shakhty,Pandora студия маникюра,Nail Salon,0
22351,,Shakhty,Офисный центр Пушкинский,Shopping Mall,0
22352,,Shakhty,Красивые люди,Salon / Barbershop,0
22353,,Shakhty,Пр. Пушкино,Pedestrian Plaza,0
22354,,Shakhty,Приемная депутата Государственной Думы РФ М.И. Щаблыкина,Government Building,0
22355,,Shakhty,РИС,Sushi Restaurant,0
22356,,Shakhty,Контрольно-счетная палата,Building,0
22357,,Shakhty,"ШМО ВПП ""Единая Россия""",Building,0
22358,,Shakhty,HostCMS (Hostmake LLC),Campaign Office,0
22359,,Shakhty,"Пушкина 29, ВЦ",Campaign Office,0
22360,,Shakhty,Infotell г. Шахты,Office,0
22361,,Shakhty,"Студия (33 Канал, НТВ)",TV Station,0
22362,,Shakhty,"Театральная студия ""Синяя птица""",College Theater,0
22363,,Shakhty,Зал видеоконференций,Town Hall,0
22364,,Shakhty,"Здание ""Ростов Угля""",City Hall,0
22365,,Shakhty,ИСОиП (ф. ДГТУ) 5 корпус,College Gym,0
22366,,Sibiu,Turnul Sfatului,Monument / Landmark,0
22367,,Sibiu,La Turn,Italian Restaurant,0
22368,,Sibiu,Piața Mare,Pedestrian Plaza,0
22369,,Sibiu,Biserica Romano-Catolică „Sf. Treime”,Church,0
22370,,Sibiu,Starbucks,Coffee Shop,0
22371,,Sibiu,Casa Weidner,Restaurant,0
22372,,Sibiu,The Grill Steakhouse,Modern European Restaurant,0
22373,,Sibiu,Hotel Am Ring,Hotel,0
22374,,Sibiu,Piața Mică,Pedestrian Plaza,0
22375,,Sibiu,Otp Bank,Bank,0
22376,,Sibiu,Carrefour Express,Supermarket,0
22377,,Sibiu,Kulinarium,Romanian Restaurant,0
22378,,Sibiu,Amber Café,Café,0
22379,,Sibiu,The Council,Residential Building (Apartment / Condo),0
22380,,Sibiu,Diverta,Bookstore,0
22381,,Sibiu,Vila Weidner,Bed & Breakfast,0
22382,,Sibiu,Lili's Café,Café,0
22383,,Sibiu,Luciano Hairstyle,Salon / Barbershop,0
22384,,Sibiu,Banca Transilvania,Bank,0
22385,,Sibiu,Interact Sibiu,Office,0
22386,,Sibiu,Sala Cu Fresca,Historic Site,0
22387,,Sibiu,Gothic,Eastern European Restaurant,0
22388,,Sibiu,Piața Centrala Sibiu,Business Service,0
22389,,Sibiu,Forumul German,Building,0
22390,,Sibiu,"Festivalul Medieval ""Cetăți Transilvane""",History Museum,0
22391,,Sibiu,Librăria Habitus,Bookstore,0
22392,,Sibiu,Rotaract SIBIU,College Library,0
22393,,Sibiu,NOD Pub,Bar,0
22394,,Sibiu,Tango Restaurant & Pub,Restaurant,0
22395,,Sibiu,Old Center,Restaurant,0
22396,,Sibiu,Baroc Cafe,Lounge,0
22397,,Sibiu,Geea Caffe,Café,0
22398,,Sibiu,Bistro 14,Bistro,0
22399,,Sibiu,Mustache Caffe,Café,0
22400,,Sibiu,大广场,Plaza,0
22401,,Sibiu,Crama Sibiana,Restaurant,0
22402,,Sibiu,Baroque The Beauty Salon,Salon / Barbershop,0
22403,,Sibiu,Schoko,Café,0
22404,,Sibiu,Einstein Café,Café,0
22405,,Simferopol,Советская площадь,Plaza,0
22406,,Simferopol,"Министерство образования, науки и молодёжи Республики Крым",Government Building,0
22407,,Simferopol,Остановка «Площадь Ленина»,Bus Stop,0
22408,,Simferopol,Монро,Nightclub,0
22409,,Simferopol,Цветочный Ряд на Советской,Flower Shop,0
22410,,Simferopol,"Vip-зал кинотеатра ""Спартак""",Multiplex,0
22411,,Simferopol,Парк Кованых Фигур,Park,0
22412,,Simferopol,Тут Вам Не Там,Café,0
22413,,Simferopol,MR.Donut,Café,0
22414,,Simferopol,Герои,Pub,0
22415,,Simferopol,ESSE wine & spirits,Wine Bar,0
22416,,Simferopol,Tortuga,Bar,0
22417,,Simferopol,Черноморнефтегаз,Office,0
22418,,Simferopol,Пассаж,Office,0
22419,,Simferopol,Мияги Rest,Japanese Restaurant,0
22420,,Simferopol,Салон Marilyn,Salon / Barbershop,0
22421,,Simferopol,Диканька,Ukrainian Restaurant,0
22422,,Simferopol,Городской Совет (Исполнительные Органы),City Hall,0
22423,,Simferopol,Строительная Компания Профессионал,Office,0
22424,,Simferopol,Кинотеатр Симферополь,Movie Theater,0
22425,,Simferopol,Ева,Diner,0
22426,,Simferopol,Amour,Flower Shop,0
22427,,Simferopol,Чистый Дом,Cosmetics Shop,0
22428,,Simferopol,кафе ева,Café,0
22429,,Simferopol,Yummy Chicken,Fast Food Restaurant,0
22430,,Simferopol,Караоке-ресторан Кураж,Karaoke Bar,0
22431,,Simferopol,Let'o room,Other Nightlife,0
22432,,Simferopol,Kvadrat,Hookah Bar,0
22433,,Simferopol,Magix,Antique Shop,0
22434,,Simferopol,Gosty Bar,Café,0
22435,,Simferopol,Mac Time,Electronics Store,0
22436,,Simferopol,Памятник Айвазовским,Monument / Landmark,0
22437,,Simferopol,Ласточкино гнездо 😻,Mountain,0
22438,,Simferopol,У памятника Екатерине,Historic Site,0
22439,,Simferopol,"Кафе ""Хуторок""",Restaurant,0
22440,,Simferopol,BARDUCK,Lounge,0
